baseClass,baseLabel,superClass,superLabel
HP:0009314,Symphalangism affecting the proximal phalanx of the 4th finger,HP:0009857,Symphalangism affecting the proximal phalanges of the hand
CL:0002462,adipose dendritic cell,CL:0000990,conventional dendritic cell
UBERON:1500005,ischial cartilage,UBERON:0004120,mesoderm-derived structure
UBERON:0004552,digital artery,UBERON:0003514,limb blood vessel
UBERON:0000333,intestinal gland,UBERON:0003408,gland of gut
UBERON:3000654,pars jugalis,UBERON:0000064,organ part
DOID:9088,parapsoriasis,DOID:8893,psoriasis
HP:0000740,Anxiety (with pheochromocytoma),HP:0000739,Anxiety
UBERON:2001145,tooth 3V,UBERON:2000694,ceratobranchial 5 tooth
UBERON:0002795,frontal pole,UBERON:0009899,pole of cerebral hemisphere
CL:0000754,type 2 cone bipolar cell (sensu Mus),CL:0000752,cone retinal bipolar cell
DOID:2817,cranial nerve III tumor,DOID:562,third cranial nerve disease
HP:0002094,Dyspnea,HP:0002093,Respiratory insufficiency
HP:0004876,Spontaneous neonatal pneumothorax,HP:0002108,Spontaneous pneumothorax
UBERON:0011823,dense connective tissue,UBERON:0002384,connective tissue
UBERON:0005129,metanephric distal tubule,UBERON:0005146,metanephric nephron tubule
UBERON:2005248,trans-choroid plexus branch,UBERON:0001638,vein
HP:0002984,Hypoplasia of the radius,HP:0009821,Forearm undergrowth
HP:0000622,Blurred vision,HP:0000505,Visual impairment
CL:1001505,parvocellular neurosecretory cell,CL:0011112,magnocellular neurosecretory cell
UBERON:0010940,belly of digastric,UBERON:0010938,muscle belly
UBERON:0002325,epithelium of urethra,UBERON:0000077,mixed endoderm/mesoderm-derived structure
UBERON:0004407,distal epiphysis of radius,UBERON:0004379,distal epiphysis
DOID:8207,hilar lung carcinoma,DOID:3905,lung carcinoma
NCBITaxon:1314,Streptococcus pyogenes,NCBITaxon:1301,Streptococcus
HP:0009285,Curved phalanges of the 4th finger,HP:0009770,Curved phalanges of the hand
HP:0100049,Irregular epiphyses of the 2nd toe,HP:0010323,Abnormality of the epiphyses of the 2nd toe
UBERON:0015179,somite boundary epithelium,UBERON:0012275,meso-epithelium
UBERON:0013487,epidermal ridge of digit,UBERON:0003102,surface structure
HP:0100875,Hemimacroglossia,HP:0000158,Macroglossia
HP:0009352,Ivory epiphysis of the proximal phalanx of the 3rd finger,HP:0010274,Ivory epiphyses of the proximal phalanges of the hand
UBERON:0003513,trunk blood vessel,UBERON:0001981,blood vessel
HP:0100008,Schwannoma,HP:0100007,Neoplasm of the peripheral nervous system
DOID:6255,growth hormone secreting pituitary adenoma,DOID:5395,functioning pituitary adenoma
DOID:2277,gonadal disease,DOID:28,endocrine system disease
UBERON:0015852,narwhal tusk,UBERON:0015848,incisor tusk
UBERON:0001357,inferior rectal artery,UBERON:0004121,ectoderm-derived structure
CL:0002582,visceral preadipocyte,CL:0002334,preadipocyte
HP:0012652,Exercise-induced asthma,HP:0002099,Asthma
UBERON:0001711,eyelid,UBERON:0000064,organ part
UBERON:0012253,cervical squamo-columnar junction,UBERON:0004801,cervix epithelium
CL:0002119,CD38-positive IgG-negative class switched memory B cell,CL:0002117,IgG-negative class switched memory B cell
UBERON:0010062,pharyngotympanic tube epithelium,UBERON:0003914,epithelial tube
UBERON:0001779,iris stroma,UBERON:0003566,head connective tissue
UBERON:0002676,ventral supraoptic decussation,UBERON:0011590,commissure of diencephalon
HP:0003131,Cystinuria,HP:0003355,Aminoaciduria
HP:0012173,Orthostatic tachycardia,HP:0012332,Abnormal autonomic nervous system physiology
HP:0008428,Vertebral clefting,HP:0003312,Abnormal form of the vertebral bodies
UBERON:0011241,ethmoid region,UBERON:0000477,anatomical cluster
UBERON:0010993,subscapularis pre-muscle mass,UBERON:0005865,pre-muscle condensation
UBERON:0011901,hair matrix,UBERON:0000021,cutaneous appendage
HP:0010014,Abnormality of the epiphysis of the 1st metacarpal,HP:0009599,Abnormality of the epiphyses of the thumb
CL:0002325,mammary alveolar cell,CL:0000314,milk secreting cell
HP:0001254,Lethargy,HP:0004372,Reduced consciousness/confusion
HP:0003856,Upper limb metaphyseal widening,HP:0003016,Metaphyseal widening
HP:0012034,Liposarcoma,HP:0012031,Lipomatous tumor
UBERON:2000410,postcleithrum,UBERON:0008907,dermal bone
HP:0009423,Bullet-shaped distal phalanx of the 3rd finger,HP:0009357,Abnormality of the distal phalanx of the 3rd finger
UBERON:2201417,pelvic fin distal radial cartilage 1,UBERON:2101417,pelvic fin distal radial element 1
UBERON:3000957,basihyal,UBERON:0010314,structure with developmental contribution from neural crest
DOID:0050468,yellow nail syndrome,DOID:225,syndrome
HP:0009915,Corneal asymmetry,HP:0001120,Abnormality of corneal size
UBERON:0009899,pole of cerebral hemisphere,UBERON:0000477,anatomical cluster
HP:0010022,Pseudoepiphysis of the 1st metacarpal,HP:0010014,Abnormality of the epiphysis of the 1st metacarpal
HP:0006207,Partial fusion of carpals,HP:0009702,Carpal synostosis
HP:0000811,Abnormal external genitalia,HP:0012243,Abnormal genital system morphology
UBERON:2001923,aortic canal,UBERON:0005744,bone foramen
HP:0007856,Punctate opacification of the cornea,HP:0007759,Opacification of the corneal stroma
CL:0000670,primordial germ cell,CL:0000219,motile cell
HP:0004219,Abnormality of the middle phalanx of the 5th finger,HP:0004213,Abnormality of the phalanges of the 5th finger
HP:0009087,Posteriorly placed tongue,HP:0000157,Abnormality of the tongue
UBERON:2001293,posterior kidney,UBERON:0006554,urinary system structure
UBERON:0002001,joint of rib,UBERON:0000982,skeletal joint
UBERON:0006230,extrinsic ocular pre-muscle mass,UBERON:0005865,pre-muscle condensation
HP:0010536,Central sleep apnea,HP:0010535,Sleep apnea
UBERON:0007174,medial border of scapula,UBERON:0007171,border of scapula
UBERON:2005068,bulbus arteriosus inner layer,UBERON:0004120,mesoderm-derived structure
UBERON:0004660,mandible coronoid process,UBERON:0004120,mesoderm-derived structure
UBERON:0010416,lymph node B cell domain,UBERON:0010392,B cell domain
UBERON:0001300,scrotum,UBERON:0000475,organism subdivision
DOID:0050382,glandular tularemia,DOID:2123,tularemia
UBERON:0001420,subscapular vein,UBERON:0001638,vein
UBERON:0007440,stratum intermedium of tooth,UBERON:0010314,structure with developmental contribution from neural crest
UBERON:0003304,mesoderm blood island,UBERON:0007503,epithelial vesicle
HP:0009682,Pseudoepiphysis of the distal phalanx of the thumb,HP:0009662,Abnormality of the epiphysis of the distal phalanx of the thumb
UBERON:0011653,diapophysis of rib,UBERON:4100000,skeletal element projection
DOID:12196,superficial keratitis,DOID:4677,keratitis
UBERON:0005477,stomach fundus epithelium,UBERON:0001276,epithelium of stomach
DOID:5977,renal pelvis neoplasm,DOID:3116,kidney benign neoplasm
UBERON:0001319,vaginal vein,UBERON:0005156,reproductive structure
HP:0006633,Glenoid fossa hypoplasia,HP:0011912,Abnormality of the glenoid fossa
UBERON:0004122,genitourinary system,UBERON:0004120,mesoderm-derived structure
HP:0011941,Anterior wedging of L2,HP:0008422,Vertebral wedging
HP:0011605,Congenitally corrected transposition of the great arteries with ventricular septal defect,HP:0011540,Congenitally corrected transposition of the great arteries
DOID:1896,sigmoid neoplasm,DOID:235,colonic benign neoplasm
HP:0002250,Abnormality of the large intestine,HP:0002242,Abnormality of the intestine
UBERON:0006486,Brodmann (1909) area 52,UBERON:0013529,Brodmann area
DOID:3602,toxic encephalopathy,DOID:863,nervous system disease
UBERON:0002736,lateral nuclear group of thalamus,UBERON:0003528,brain grey matter
HP:0000430,Underdeveloped nasal alae,HP:0009924,Aplasia/Hypoplasia involving the nose
UBERON:0001686,auditory ossicle,UBERON:0003457,head bone
UBERON:0010394,lymphocyte domain,UBERON:0000477,anatomical cluster
UBERON:0012283,femoral fat pad,UBERON:0003916,fat pad
HP:0009528,Fragmentation of the epiphysis of the proximal phalanx of the 2nd finger,HP:0010272,Fragmentation of the epiphyses of the proximal phalanges of the hand
UBERON:0003108,suspensorium,UBERON:0010314,structure with developmental contribution from neural crest
UBERON:3000527,quadrate process of palatoquadrate,UBERON:0004121,ectoderm-derived structure
HP:0001199,Triphalangeal thumb,HP:0009619,Accessory phalanx of the thumb
UBERON:0004390,epiphysis of metacarpal bone,UBERON:0001437,epiphysis
UBERON:0005749,glomerular tuft,UBERON:0000064,organ part
HP:0009941,Asymmetry of the mouth,HP:0011338,Abnormality of mouth shape
HP:0006548,Pulmonary arteriovenous malformation,HP:0002088,Abnormality of the lung
UBERON:0004440,proximal epiphysis of proximal phalanx of manual digit 2,UBERON:0004418,proximal epiphysis of phalanx of manual digit 2
UBERON:0004504,skeletal muscle tissue of mylohyoid,UBERON:0010314,structure with developmental contribution from neural crest
NCBITaxon:121759,Paracoccidioides brasiliensis,NCBITaxon:38946,Paracoccidioides
UBERON:0004803,penis epithelium,UBERON:0012275,meso-epithelium
HP:0010405,Broad middle phalanx of the 2nd toe,HP:0010357,Abnormality of the middle phalanx of the 2nd toe
UBERON:0001375,semitendinosus,UBERON:0002463,hamstring muscle
HP:0010250,Fragmentation of the epiphyses of the distal phalanges of the hand,HP:0010232,Fragmentation of the epiphyses of the phalanges of the hand
UBERON:0005404,frontonasal suture,UBERON:0009198,craniofacial suture
CL:0002659,glandular cell of stomach,CL:0002178,epithelial cell of stomach
UBERON:2000006,ball,UBERON:0000475,organism subdivision
UBERON:3000642,maxillopalatine tooth,UBERON:0003267,tooth of upper jaw
UBERON:0002353,atrioventricular bundle,UBERON:0004493,cardiac muscle tissue of myocardium
HP:0010566,Hamartoma,HP:0011792,Neoplasm by histology
CL:1000548,kidney outer medulla collecting duct epithelial cell,CL:1000616,kidney outer medulla cell
UBERON:0004002,posterior lobe of cerebellum,UBERON:0005293,cerebellum lobe
UBERON:0007334,nidopallium,UBERON:0002791,regional part of telencephalon
HP:0010491,Digital constriction ring,HP:0009775,Amniotic constriction ring
DOID:9265,histidine metabolism disease,DOID:9252,amino acid metabolic disorder
CL:0000032,neuroplacodal cell,CL:0002321,embryonic cell
UBERON:0001468,intervertebral joint,UBERON:0002216,symphysis
UBERON:0011188,lesser tubercle of humerus,UBERON:0004120,mesoderm-derived structure
DOID:3865,adult central nervous system primitive neuroectodermal neoplasm,DOID:0060103,central nervous system primitive neuroectodermal neoplasm
UBERON:0001777,substantia propria of cornea,UBERON:0003566,head connective tissue
HP:0100908,Sclerosis of the proximal phalanx of the 2nd finger,HP:0100917,Sclerosis of the proximal phalanges of the hand
HP:0009787,Aplasia/Hypoplasia of the quadriceps,HP:0009786,Aplasia/Hypoplasia of the musculature of the thigh
UBERON:0001254,urothelium of ureter,UBERON:0012275,meso-epithelium
UBERON:0007818,major alar cartilage,UBERON:0001823,nasal cartilage
HP:0004459,Exostosis of the external auditory canal,HP:0000372,Abnormality of the auditory canal
DOID:3946,pituitary-dependent Cushing's disease,DOID:2444,hyperpituitarism
UBERON:0007603,stratified cuboidal epithelium,UBERON:0010077,cuboidal epithelium
DOID:5165,uterine corpus sarcoma,DOID:9460,uterine corpus cancer
UBERON:0014590,anterior nucleus of hypothalamus central part,UBERON:0002784,regional part of diencephalon
UBERON:0001004,respiratory system,UBERON:0000467,anatomical system
DOID:303,substance-related disorder,DOID:150,disease of mental health
UBERON:0012080,patella cartilage element,UBERON:0010881,limb cartilage element
HP:0003338,Focal necrosis of right ventricular muscle cells,HP:0001627,Abnormality of cardiac morphology
HP:0010304,Spinal meningeal diverticulum,HP:0010303,Abnormality of the spinal meninges
HP:0011502,Posterior lenticonus,HP:0001142,Lenticonus
UBERON:0012193,phrenic vein,UBERON:0001638,vein
UBERON:0001430,distal carpal bone 1,UBERON:0015084,distal carpal bone 1 endochondral element
UBERON:0000168,segment of colon,UBERON:0000063,organ segment
UBERON:0006051,digit 4,UBERON:0002544,digit
UBERON:0009113,thymic region,UBERON:0000475,organism subdivision
UBERON:2005017,primordial midbrain channel,UBERON:0003496,head blood vessel
HP:0100225,Bracket epiphysis of the proximal phalanx of the 5th toe,HP:0100099,Abnormality of the epiphysis of the proximal phalanx of the 5th toe
UBERON:0011049,uterovesical pouch,UBERON:0000158,membranous layer
UBERON:0001605,ciliary muscle,UBERON:0003386,smooth muscle of eye
DOID:0060086,female reproductive organ benign neoplasm,DOID:0050622,reproductive organ benign neoplasm
UBERON:0001577,facial nerve muscle,UBERON:0015789,cranial or facial muscle
UBERON:0005373,spinal cord dorsal column,UBERON:0002318,white matter of spinal cord
UBERON:0002619,regional part of cerebral cortex,UBERON:0002791,regional part of telencephalon
UBERON:0014464,renal fat pad,UBERON:0003427,abdominal fat pad
DOID:8144,pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma,DOID:6354,CLL/SLL
HP:0011715,Trifascicular block,HP:0011710,Bundle branch block
UBERON:0013763,sensory epithelium of spiral organ,UBERON:0001967,reticular lamina of epithelium
HP:0009423,Bullet-shaped distal phalanx of the 3rd finger,HP:0009837,Bullet-shaped distal phalanges of the hand
HP:0006628,Absent sternal ossification,HP:0006714,Aplasia/Hypoplasia of the sternum
DOID:11101,trench fever,DOID:0050338,primary bacterial infectious disease
UBERON:0001655,submental vein,UBERON:0004121,ectoderm-derived structure
UBERON:0004759,salt gland of cranial region,UBERON:0004758,salt gland
UBERON:0008962,forelimb bone,UBERON:0002428,limb bone
DOID:6333,adult intracranial malignant hemangiopericytoma,DOID:201,connective tissue cancer
DOID:37,skin disease,DOID:16,integumentary system disease
HP:0010354,Triangular shaped phalanges of the 2nd toe,HP:0010324,Abnormality of phalanx of the 2nd toe
HP:0002518,Abnormality of the periventricular white matter,HP:0002352,Leukoencephalopathy
CL:1000746,glomerular cell,CL:1000612,kidney corpuscule cell
HP:0009098,Chronic oral candidiasis,HP:0002728,Chronic mucocutaneous candidiasis
DOID:11813,bladder trigone cancer,DOID:11054,urinary bladder cancer
HP:0012459,Hypnic headache,HP:0002315,Headache
HP:0003223,Decreased methylcobalamin,HP:0004341,Abnormality of the vitamin B12 metabolism
UBERON:0012304,nasal diverticulum,UBERON:1000021,skin of face
UBERON:0002101,limb,UBERON:0004708,paired limb/fin
UBERON:4200028,adductor blade,UBERON:0004530,bony projection
DOID:14523,Argyll Robertson pupil,DOID:11518,abnormal pupillary function
NCBITaxon:693766,Anemiaceae,NCBITaxon:693762,Schizaeales
DOID:8517,acute cor pulmonale,DOID:8514,acute pulmonary heart disease
HP:0002380,Fasciculations,HP:0004305,Involuntary movements
UBERON:0003252,thoracic rib cage,UBERON:0010912,subdivision of skeleton
UBERON:0008885,right putamen,UBERON:0001874,putamen
HP:0011881,Decreased platelet glycoprotein VI,HP:0011878,Abnormal platelet membrane protein expression
UBERON:0003553,diencephalon pia mater,UBERON:0003290,meninx of diencephalon
UBERON:0003143,pupa,UBERON:0000468,multi-cellular organism
UBERON:0004318,distal phalanx of pedal digit 4,UBERON:0003862,pedal digit 4 phalanx
HP:0009624,Contractures of the carpometacarpal joint of the thumb,HP:0009600,Flexion contracture of thumb
UBERON:4000115,mineralized bone tissue,UBERON:0002481,bone tissue
HP:0009562,Patchy sclerosis of the distal phalanx of the 2nd finger,HP:0009542,Abnormality of the distal phalanx of the 2nd finger
HP:0003177,Squared iliac bones,HP:0002867,Abnormality of the ilium
HP:0009559,Bullet-shaped distal phalanx of the 2nd finger,HP:0009548,Bullet-shaped phalanges of the 2nd finger
UBERON:0001678,temporal bone,UBERON:0008193,pneumatized bone
HP:0100449,Curved distal phalanx of the 3rd toe,HP:0010362,Curved phalanges of the 3rd toe
UBERON:0013278,canal of Nuck,UBERON:0005156,reproductive structure
UBERON:2000829,sclerotome somite 11,UBERON:0003089,sclerotome
HP:0100483,Symphalangism of the proximal phalanx of the 2nd toe with the 2nd metatarsal,HP:0010401,Symphalangism affecting the proximal phalanx of the 2nd toe
UBERON:3000952,posterior radial,UBERON:0002513,endochondral bone
UBERON:3000234,inferior prenasal cartilage,UBERON:0003406,cartilage of respiratory system
UBERON:4200188,manual toe disc,UBERON:4200151,toe disc
HP:0007209,Facial paralysis,HP:0000301,Abnormality of facial musculature
UBERON:0006431,xiphoid process bone,UBERON:0002481,bone tissue
