cls,def,xrefs
DOID:11888,,UMLS_CUI:C1336877 NCI:C6162
UBERON:0005749,,
CL:0000447,,
UBERON:0005332,,
CL:0002009,,
UBERON:4000164,,
DOID:5136,,UMLS_CUI:C1334447 NCI:C5660
DOID:0050548,,OMIM:608088 OMIM:613115 OMIM:614653 OMIM:608654 OMIM:162400 OMIM:614116 OMIM:615548 OMIM:310470 OMIM:613708 OMIM:613640 OMIM:201300 OMIM:615632 OMIM:614213 OMIM:256860 OMIM:256800
DOID:11889,,SNOMEDCT_2010_1_31:188147009 ICD9CM:174.0 SNOMEDCT_2010_1_31:188150007 UMLS_CUI:C0024621
HP:0007443,,
UBERON:0015093,,
UBERON:0005123,,
UBERON:0009697,,
UBERON:0009091,,
HP:0007859,,
DOID:10834,,SNOMEDCT_2010_1_31:63835008 SNOMEDCT_2010_1_31:192515002 UMLS_CUI:C0042979 MSH:D014843 ICD9CM:302.82
UBERON:0014551,,
DOID:0050310,,
CL:0002573,,
HP:0012697,,
UBERON:0004170,,
DOID:13317,A carbohydrate metabolic disorder that involves low blood glucose resulting from an excess of insulin.,SNOMEDCT_2010_1_31:360339005 SNOMEDCT_2010_1_31:42681006 SNOMEDCT_2010_1_31:360337007 MSH:D046768 OMIM:256450 OMIM:601820 NCI:C4375 OMIM:609968 UMLS_CUI:C1257959 SNOMEDCT_2010_1_31:190450004 OMIM:609975 OMIM:610021 SNOMEDCT_2010_1_31:66149005 UMLS_CUI:C0027773 SNOMEDCT_2010_1_31:237649006 OMIM:602485 OMIM:606762
HP:0011452,,
HP:0004760,,
UBERON:0009090,,
UBERON:4000163,,
DOID:0050549,,OMIM:263530
UBERON:3000195,,
UBERON:0005124,,
UBERON:3000586,,
UBERON:0015094,,
HP:0007646,,
DOID:0050311,,
UBERON:0014550,,
DOID:4254,A bone remodeling disease that results_in abnormal elevated bone density or mass.,SNOMEDCT_2010_1_31:49347007 UMLS_CUI:C0029464 MSH:D010026 NCI:C41236
DOID:2580,"A genetic disease that is characterized by systemic shortening of the proximal bones (i.e. rhizomelia), seizures, recurrent respiratory tract infections, and congential cataracts and has_material_basis_in mutations of the alkyldihydroxyacetonephosphate synthase (alkyl-DHAP synthase) gene.",NCI:C85047 MSH:D018902 SNOMEDCT_2010_1_31:56692003 OMIM:215100 UMLS_CUI:C0282529 OMIM:222765 OMIM:600121
CL:0002572,,
HP:0012696,,
DOID:3007,A breast carcinoma that derives_from the lining of milk ducts.,MSH:D044584 UMLS_CUI:C1176475 SNOMEDCT_2010_1_31:82711006
HP:0011453,,
HP:0006803,,
HP:0004761,,
DOID:14026,,SNOMEDCT_2010_1_31:191152006 SNOMEDCT_2010_1_31:85649008 SNOMEDCT_2010_1_31:154791000 ICD9CM:281.2 UMLS_CUI:C0151482
HP:0003931,,
UBERON:0004172,,
UBERON:4000162,,
DOID:2880,"A viral infectious disease that results_in infection, located_in lungs or located_in kidney, has_material_basis_in Hantavirus, which is transmitted_by rodents. The infection has_symptom renal failure, has_symptom hemorrhagic manifestations, and has_symptom pulmonary edema.",SNOMEDCT_2010_1_31:359763008 SNOMEDCT_2010_1_31:359761005 MSH:D018778 NCI:C3899 UMLS_CUI:C0242994 SNOMEDCT_2010_1_31:90488003
UBERON:2000975,,
UBERON:3000192,,
UBERON:0015091,,
UBERON:0008450,,
UBERON:0005121,,
HP:0002680,,
DOID:5138,,UMLS_CUI:C0206654 SNOMEDCT_2010_1_31:75210008 NCI:C3748 MSH:D018231
UBERON:0009695,,
DOID:10836,,UMLS_CUI:C0375121 ICD9CM:250.2
DOID:0050312,,
HP:0007647,,
NCBITaxon:1647,,
HP:0011450,,
HP:0012699,,
CL:0002571,,
DOID:8573,,SNOMEDCT_2010_1_31:25147002 UMLS_CUI:C0162849 SNOMEDCT_2010_1_31:41890004 MSH:D017513 ICD9CM:697.1
UBERON:0004171,,
HP:0003930,,
UBERON:4200070,,
UBERON:3000193,,
HP:0002457,,
UBERON:2000974,,
HP:0007220,,
DOID:10621,,UMLS_CUI:C0157636 SNOMEDCT_2010_1_31:35716006 ICD9CM:676.1
HP:0007446,,
UBERON:0005122,,
UBERON:0015092,,
DOID:5137,,UMLS_CUI:C1335380 NCI:C6743
DOID:0050313,,
DOID:10835,,UMLS_CUI:C0156315 SNOMEDCT_2010_1_31:7864001 ICD9CM:608.84
DOID:8970,"A viral infectious disease that results_in infection located_in brain, has_material_basis_in Measles virus which is immune resistant (which can be a result of a mutation of the virus itself).",SNOMEDCT_2010_1_31:186484007 SNOMEDCT_2010_1_31:416154000 UMLS_CUI:C0038522 OMIM:260470 ICD9CM:046.2 SNOMEDCT_2010_1_31:359686005 SNOMEDCT_2010_1_31:192685000 SNOMEDCT_2010_1_31:84196008 NCI:C85171 MSH:D013344
NCBITaxon:1648,,
HP:0007648,,
HP:0012698,,
HP:0011451,,
HP:0006805,,
CL:0002570,,
UBERON:0013436,,
DOID:8574,,SNOMEDCT_2010_1_31:156376003 UMLS_CUI:C0023643 ICD9CM:697.9 SNOMEDCT_2010_1_31:201010002 ICD9CM:697 SNOMEDCT_2010_1_31:156379005 SNOMEDCT_2010_1_31:88996004 SNOMEDCT_2010_1_31:200998004
NCBITaxon:480117,,
HP:0007221,,
UBERON:3000583,,
DOID:6379,,SNOMEDCT_2010_1_31:128729004 UMLS_CUI:C1266112 NCI:C6890
UBERON:0005127,,
HP:0006808,,
HP:0007447,,
UBERON:3000190,,
DOID:5132,,UMLS_CUI:C0346064 SNOMEDCT_2010_1_31:254767008 NCI:C4482
HP:0001089,,
UBERON:2000977,,
HP:0011456,,
DOID:10838,,UMLS_CUI:C0375125 ICD9CM:250.23
NCBITaxon:89593,,
HP:0007649,,
HP:0002451,,
UBERON:3000582,,
UBERON:0015090,,
DOID:0050200,"A hemorrhagic fever with renal syndrome that results_in infection located_in kidney, has_material_basis_in Hantaan virus, which is transmitted_by the eurasian field mouse, Apodemus agrarius, or has_material_basis_in Seoul virus, which is transmitted_by norwegian rat, Rattus norvegicus. The infection has_symptom headache, has_symptom back pain, has_symptom abdominal pain, has_symptom fever, has_symptom chills, has_symptom nausea, has_symptom blurred vision, has_symptom flushing of the face, has_symptom redness of the eyes, has_symptom rash, has_symptom low blood pressure, has_symptom acute shock, has_symptom vascular leakage, and has_symptom acute kidney failure, which can cause severe fluid overload.",
DOID:4560,,UMLS_CUI:C1335061 NCI:C27625
UBERON:2000976,,
UBERON:4000167,,
HP:0007448,,
UBERON:0004173,,
DOID:0050094,"A primary systemic mycosis that results_in fungal infection located_in skin and located_in subcutaneous tissue, and located_in lymphatic vessel through direct inoculation from wood splinters or hay, has_material_basis_in Sporothrix schenckii, a dimorphic fungus, which results_in_formation_of erythematous papulonodular lesions at the site of implantation and along the lymphangitic channels which soon become palpable and ulcerate.",
HP:0011457,,
UBERON:0005742,,
UBERON:4000168,,
CL:1000042,,
UBERON:0009692,,
DOID:10837,,UMLS_CUI:C0375123 ICD9CM:250.21
DOID:4561,,UMLS_CUI:C1333876 NCI:C27626
UBERON:3000581,,
HP:0001087,,
DOID:5134,,UMLS_CUI:C1332266 NCI:C5608
HP:0002454,,
UBERON:2000979,,
DOID:0050546,,OMIM:613743
DOID:14022,,UMLS_CUI:C0205930 ICD9CM:733.7 SNOMEDCT_2010_1_31:203496006 SNOMEDCT_2010_1_31:203490000 SNOMEDCT_2010_1_31:7359008
UBERON:4000166,,
UBERON:0004176,,
HP:0007449,,
UBERON:0005125,,
HP:0011454,,
CL:0000440,,
NCBITaxon:54292,,
DOID:10626,,UMLS_CUI:C0375120 ICD9CM:250.13
_:b101,,
NCBITaxon:480118,,
HP:0001088,,
DOID:13250,"A gastrointestinal system disease described as the condition of having frequent loose or liquid bowel movements. Acute diarrhea is a common cause of death in developing countries and the second most common cause of infant deaths worldwide. The loss of fluids through diarrhea can cause severe dehydration which is one cause of death in diarrhea sufferers. Along with water, sufferers also lose dangerous amounts of important salts, electrolytes, and other nutrients. There are at least four types of diarrhea: secretory diarrhea, osmotic diarrhea, motility-related diarrhea, and inflammatory diarrhea.",MSH:D004403 SNOMEDCT_2010_1_31:236076004 MSH:D003967 SNOMEDCT_2010_1_31:186165000 SNOMEDCT_2010_1_31:19213003 SNOMEDCT_2010_1_31:154279005 SNOMEDCT_2010_1_31:154268000 UMLS_CUI:C0013369 SNOMEDCT_2010_1_31:266173000 SNOMEDCT_2010_1_31:266180003 SNOMEDCT_2010_1_31:186167008 SNOMEDCT_2010_1_31:111939009 ICD9CM:009.2
UBERON:3000580,,
DOID:4562,,SNOMEDCT_2010_1_31:73774007 SNOMEDCT_2010_1_31:155334001 SNOMEDCT_2010_1_31:194923008 UMLS_CUI:C0014122 SNOMEDCT_2010_1_31:50194006 MSH:D004698 NCI:C34583
UBERON:2000978,,
DOID:5133,,UMLS_CUI:C0346062 NCI:C4480 SNOMEDCT_2010_1_31:254765000
HP:0002453,,
UBERON:0004175,,
DOID:155,,UMLS_CUI:C0027660 MSH:D009375
UBERON:0005126,,
DOID:14021,,UMLS_CUI:C0040213 SNOMEDCT_2010_1_31:156848001 SNOMEDCT_2010_1_31:203523006 SNOMEDCT_2010_1_31:203529005 ICD9CM:733.6 SNOMEDCT_2010_1_31:268130001 MSH:D013991 SNOMEDCT_2010_1_31:393606005 SNOMEDCT_2010_1_31:30128009 SNOMEDCT_2010_1_31:91226007 SNOMEDCT_2010_1_31:240136001 SNOMEDCT_2010_1_31:64109004 SNOMEDCT_2010_1_31:203323007
DOID:0050547,,OMIM:155240
DOID:8578,,NCI:C3529 UMLS_CUI:C0153376 ICD9CM:145.3 SNOMEDCT_2010_1_31:363388009 SNOMEDCT_2010_1_31:94049001
DOID:11230,,UMLS_CUI:C0155256 SNOMEDCT_2010_1_31:194006001 SNOMEDCT_2010_1_31:194004003 SNOMEDCT_2010_1_31:20551005 ICD9CM:376.00 ICD9CM:376.0
HP:0011455,,
NCBITaxon:1224,,
UBERON:0005740,,
CL:0002431,,
DOID:8228,,UMLS_CUI:C0855050 NCI:C8808
HP:0004757,,
DOID:7347,,UMLS_CUI:C1518743 NCI:C40446
DOID:10615,,ICD9CM:098.15 UMLS_CUI:C0153195 SNOMEDCT_2010_1_31:20943002
HP:0000768,,
CL:0001054,,
DOID:0050767,,
UBERON:0006834,,
HP:0002673,,
UBERON:4200076,,
HP:0009002,,
DOID:4782,,NCI:C35801 UMLS_CUI:C1263744 SNOMEDCT_2010_1_31:123609007
HP:0010488,,
HP:0011700,,
UBERON:0008457,,
UBERON:3000590,,
UBERON:0001996,,
HP:0004756,,
CL:0002432,,
DOID:1417,,SNOMEDCT_2010_1_31:193431000 SNOMEDCT_2010_1_31:193480005 UMLS_CUI:C0008521 NCI:C34468 ICD9CM:363.9 MSH:D015862
DOID:8229,,UMLS_CUI:C0861819 NCI:C8934
DOID:0080026,"An osteochondrodysplasia that results from mutations in the COL11A2 gene which results_in enlargement of the located_in epiphysis in located_in hand and located_in foot, distinct facial features, platyspondyly and hearing loss.",OMIM:215150
DOID:10616,,UMLS_CUI:C0269061 SNOMEDCT_2010_1_31:19272000 NCI:C27056
DOID:0050007,"A strongyloidiasis that involves parasitic infection by the filariform larvae of Strongyloides stercoralis, which penetrate the human skin causing urticarial rashes in the buttocks and waist areas.",
UBERON:2000280,,
CL:0001053,,
HP:0007863,,
HP:0000769,,
DOID:0050766,,
UBERON:0005119,,
UBERON:0006835,,
DOID:4781,,UMLS_CUI:C0859036 NCI:C35799
HP:0010489,,
UBERON:3000591,,
UBERON:0008456,,
UBERON:0001995,,
DOID:115,A pericardial effusion in which fluid accumulates in the pericardium (the sac in which the heart is enclosed) and the pericardial spaces fills up faster than the pericardial sac can stretch.,UMLS_CUI:C0007177 SNOMEDCT_2010_1_31:266295005 ICD9CM:423.3 SNOMEDCT_2010_1_31:155341007 NCI:C50481 SNOMEDCT_2010_1_31:35304003 MSH:D002305 SNOMEDCT_2010_1_31:194975004
HP:0002460,,
HP:0004755,,
CL:0002578,,
HP:0003510,,
UBERON:0001259,,
DOID:7345,,UMLS_CUI:C1332280 NCI:C7446
CL:0001056,,
HP:0007866,,
HP:0003938,,
DOID:14744,,UMLS_CUI:C0220775 OMIM:309510 OMIM:312780
DOID:0050769,,Orphanet:ORPHA2608 OMIM:310465
UBERON:0011810,,
HP:0000766,,
HP:0011459,,
UBERON:0005118,,
UBERON:0008459,,
UBERON:0006832,,
UBERON:0001994,,
HP:0002461,,
HP:0010486,,
DOID:1414,,ICD9CM:256.3 ICD9CM:256.39 SNOMEDCT_2010_1_31:267399006 SNOMEDCT_2010_1_31:190543001 UMLS_CUI:C0029697 SNOMEDCT_2010_1_31:190548005
UBERON:4200078,,
DOID:4784,,UMLS_CUI:C0744421 NCI:C35800 SNOMEDCT_2010_1_31:123752003
DOID:10035,A tertiary neurosyphilis that results_in mild meningitis.,ICD9CM:094.3 MSH:D009494 SNOMEDCT_2010_1_31:37754005 UMLS_CUI:C0153167
HP:0004754,,
CL:0002579,,
DOID:0050215,"A staphylococcal infectious disease that is caused by ingestion of food containing enterotoxins, which are produced by staphylococcal species. The symptoms include abdominal cramps, diarrhea, headache and fever.",
UBERON:0015099,,
UBERON:0001258,,
CL:0001055,,
CL:0002430,,
HP:0000767,,
HP:0011458,,
HP:0003939,,
HP:0002676,,
DOID:370,,UMLS_CUI:C0496838 NCI:C4768
DOID:0050768,,OMIM:604273
UBERON:0005117,,
HP:0007227,,
UBERON:0006833,,
UBERON:4200079,,
DOID:1415,,SNOMEDCT_2010_1_31:367536002 NCI:C84744 MSH:D015799 UMLS_CUI:C0018425 OMIM:258870 SNOMEDCT_2010_1_31:87126009 SNOMEDCT_2010_1_31:314466003 SNOMEDCT_2010_1_31:314467007
HP:0010487,,
UBERON:0001993,,
DOID:4783,,UMLS_CUI:C0221238 SNOMEDCT_2010_1_31:35546006 NCI:C35445
UBERON:0006839,,
CL:0002576,,
HP:0011704,,
CL:0001058,,
HP:0007868,,
UBERON:0015098,,
UBERON:0001257,,
HP:0011001,,
UBERON:2000285,,
CL:0002435,,
UBERON:0015787,,
UBERON:0008453,,
UBERON:0001992,,
HP:0007440,,
DOID:5139,,UMLS_CUI:C0334477 SNOMEDCT_2010_1_31:90955001 NCI:C4256
HP:0010484,,
HP:0100334,,
DOID:9977,A drug dependence that involves the continued use of hallucinogenic drugs despite problems related to use of the substance.,NCI:C34657 SNOMEDCT_2010_1_31:191852008 SNOMEDCT_2010_1_31:268643000 ICD9CM:304.5 UMLS_CUI:C0018528 SNOMEDCT_2010_1_31:38247002 ICD9CM:304.50 SNOMEDCT_2010_1_31:191848008 SNOMEDCT_2010_1_31:191847003
UBERON:4000171,,
UBERON:0006100,,
HP:0003932,,
HP:0000764,,
DOID:371,,UMLS_CUI:C1333499 NCI:C5437
UBERON:0013583,,
DOID:0050762,,
CL:0001057,,
HP:0007867,,
HP:0011703,,
CL:0002436,,
UBERON:0015786,,
CL:0002577,,
HP:0004752,,
UBERON:2000284,,
UBERON:0015097,,
DOID:0050848,"A sleep apnea that is characterized by repeated collapse and obstruction of the upper airway during sleep, which results in reduced airflow (hypopnea) or complete airflow cessation (apnea), oxygen desaturation, and arousals from sleep.",ICD9CM:327.23 OMIM:107650 MSH:D012891 ICD10CM:G47.3
UBERON:0001256,,
HP:0011000,,
HP:0100335,,
UBERON:0001991,,
HP:0009005,,
HP:0010485,,
HP:0003933,,
UBERON:4000172,,
HP:0000765,,
HP:0007229,,
UBERON:0013582,,
CL:0000221,,
HP:0004751,,
UBERON:0015096,,
UBERON:0001255,,
UBERON:0015789,,
UBERON:2000287,,
CL:0002433,,
CL:0002574,,
HP:0011702,,
DOID:4481,"A rhinitis that is an allergic inflammation and irritation of the nasal airways involving sneezing, runny nose, nasal congestion, itching and tearing of the eyes caused by exposure to an allergen such as pollen, dust, mold, animal dander and droppings of cockroaches or house dust mites.",NCI:C34987 UMLS_CUI:C0002103 EFO:0003956 SNOMEDCT_2010_1_31:38103000 OMIM:607154
DOID:4780,,UMLS_CUI:C1332309 NCI:C35798
UBERON:0008455,,
HP:0002671,,
UBERON:0001990,,
HP:0009004,,
UBERON:0011814,,
UBERON:0013581,,
_:b102,,
HP:0000762,,
UBERON:0006836,,
HP:0010482,,
DOID:0050765,,
DOID:373,,UMLS_CUI:C0021280 MSH:D007228
HP:0003934,,
CL:0000222,,
HP:0003935,,
UBERON:0006838,,
UBERON:0015095,,
UBERON:0001254,,
CL:0002434,,
HP:0007869,,
UBERON:2000286,,
CL:0001059,,
HP:0011701,,
DOID:1419,,UMLS_CUI:C0154372 ICD9CM:295.63
CL:0002575,,
UBERON:0015788,,
HP:0100333,,
UBERON:4000170,,
HP:0010483,,
UBERON:0008454,,
HP:0007441,,
DOID:14018,,CSP:1754-7677 MSH:D008104 UMLS_CUI:C0023891 SNOMEDCT_2010_1_31:266467008 SNOMEDCT_2010_1_31:75393009 ICD9CM:571.2 SNOMEDCT_2010_1_31:197280008 SNOMEDCT_2010_1_31:235894003 NCI:C34782 SNOMEDCT_2010_1_31:155811002 SNOMEDCT_2010_1_31:420054005
UBERON:4200075,,
HP:0009003,,
HP:0002672,,
UBERON:0006837,,
DOID:8580,,NCI:C7202 SNOMEDCT_2010_1_31:188643009 SNOMEDCT_2010_1_31:128920006 SNOMEDCT_2010_1_31:66855003 SNOMEDCT_2010_1_31:277648007 SNOMEDCT_2010_1_31:118612006 SNOMEDCT_2010_1_31:188690006 SNOMEDCT_2010_1_31:8139000 MSH:D054747 ICD9CM:202.3 UMLS_CUI:C0019623 SNOMEDCT_2010_1_31:134179007
HP:0000763,,
DOID:0050764,,OMIM:300261
DOID:374,,MSH:D009748 SNOMEDCT_2010_1_31:191077005 UMLS_CUI:C0028709 NCI:C26836 SNOMEDCT_2010_1_31:2492009
CL:0000437,,
HP:0010480,,
HP:0008055,,
HP:0100338,,
UBERON:0013587,,
CL:0002439,,
UBERON:0010867,,
UBERON:0005326,,
HP:0001993,,
UBERON:0006104,,
DOID:11014,,SNOMEDCT_2010_1_31:197218008 MSH:C537771 SNOMEDCT_2010_1_31:197216007 UMLS_CUI:C0156183 SNOMEDCT_2010_1_31:155803007 ICD9CM:569.2 SNOMEDCT_2010_1_31:68627009
UBERON:0002496,,
UBERON:2000289,,
HP:0011005,,
UBERON:0001253,,
UBERON:0015783,,
HP:0008054,,
CL:0000223,,
UBERON:2005369,,
DOID:8220,,UMLS_CUI:C0855045 NCI:C8803
HP:0010481,,
CL:0000438,,
DOID:0050902,An infratentorial cancer that is located_in the lower part of the brain and is a type of primitive neuroectodermal tumor.,UMLS_CUI:C0206663 SNOMEDCT_2010_1_31:443333004 SNOMEDCT_2010_1_31:189925001 NCI:C5398 SNOMEDCT_2010_1_31:189921005 UMLS_CUI:C0025149 NCI:C3222 OMIM:155255 SNOMEDCT_2010_1_31:39781001 UMLS_CUI:C1334410 SNOMEDCT_2010_1_31:83217000 MSH:D008527 MSH:D018242
UBERON:0011817,,
HP:0008056,,
HP:0003517,,
UBERON:0013586,,
DOID:9061,,UMLS_CUI:C0236662 SNOMEDCT_2010_1_31:41083005 ICD9CM:291.82
HP:0001992,,
UBERON:0010866,,
UBERON:0005325,,
UBERON:0002497,,
HP:0011004,,
UBERON:2000288,,
CL:0002000,,
HP:0100339,,
DOID:8221,,UMLS_CUI:C1336871 NCI:C5290
UBERON:0001252,,
HP:0008057,,
UBERON:0006102,,
CL:0000439,,
DOID:9064,,UMLS_CUI:C0375082 ICD9CM:201.40
UBERON:0010865,,
UBERON:0005324,,
HP:0100336,,
HP:0001995,,
UBERON:0013585,,
UBERON:0011818,,
CL:0002437,,
HP:0011003,,
UBERON:0015785,,
UBERON:0002498,,
DOID:1639,An extrapulmonary tuberculosis that results in formation of lesions located_in bone.,SNOMEDCT_2010_1_31:266084009 SNOMEDCT_2010_1_31:186234003 ICD9CM:015 SNOMEDCT_2010_1_31:17653001 ICD9CM:015.9 SNOMEDCT_2010_1_31:186229002 UMLS_CUI:C0041324 SNOMEDCT_2010_1_31:154287006 MSH:D014394
DOID:0050761,,
CL:0000225,,
DOID:8222,,UMLS_CUI:C1377621 SNOMEDCT_2010_1_31:43233001 NCI:C7677
UBERON:0001251,,
HP:0008058,,
UBERON:0006101,,
UBERON:0010864,,
UBERON:0005323,,
HP:0009007,,
HP:0001994,,
UBERON:0013584,,
CL:0002438,,
UBERON:0011819,,
HP:0000311,,
HP:0100337,,
UBERON:0015784,,
HP:0011002,,
UBERON:0010863,,
UBERON:0002499,,
DOID:0050760,,
DOID:8223,,UMLS_CUI:C1518950 NCI:C39868
CL:0000226,,
UBERON:0001250,,
UBERON:0006108,,
DOID:379,,ICD9CM:380 SNOMEDCT_2010_1_31:194664001 SNOMEDCT_2010_1_31:267751009 ICD9CM:380.9 SNOMEDCT_2010_1_31:194236002 UMLS_CUI:C0155388 SNOMEDCT_2010_1_31:49130001 SNOMEDCT_2010_1_31:155216002 SNOMEDCT_2010_1_31:155209003 NCI:C26972
HP:0011009,,
HP:0002677,,
HP:0008059,,
UBERON:0005969,,
DOID:4786,,UMLS_CUI:C1335496 NCI:C5400
CL:0000227,,
CL:0001050,,
DOID:2174,A sensory system cancer located_in the eye that is characterized by uncontrolled cellular proliferation in the eye.,UMLS_CUI:C0153632 NCI:C3030 UMLS_CUI:C0015414 SNOMEDCT_2010_1_31:188277006 MSH:D005134 SNOMEDCT_2010_1_31:371486001 SNOMEDCT_2010_1_31:126995000
UBERON:0005968,,
CL:0002003,,
UBERON:0016467,,
DOID:8224,,NCI:C36087 UMLS_CUI:C1336033 UMLS_CUI:C1332896
UBERON:0002492,,
UBERON:2005365,,
DOID:11340,"An opportunistic mycosis that has_material_basis_in Pneumocystis jirovecii, located_in lymph node, located_in spleen, located_in liver and located_in bone marrow, results_in_formation_of lesions.",MSH:D016720 UMLS_CUI:C0851886 SNOMEDCT_2010_1_31:111918002
DOID:9067,,SNOMEDCT_2010_1_31:93540000 SNOMEDCT_2010_1_31:188524002 ICD9CM:201.02 UMLS_CUI:C0153729
DOID:11018,,UMLS_CUI:C0154216 SNOMEDCT_2010_1_31:190553000 SNOMEDCT_2010_1_31:190556008 SNOMEDCT_2010_1_31:60237007 ICD9CM:257.1 SNOMEDCT_2010_1_31:190552005
UBERON:0005329,,
HP:0011008,,
UBERON:0006107,,
UBERON:0006831,,
HP:0002678,,
CL:0000228,,
UBERON:0005967,,
UBERON:2005366,,
DOID:8225,,UMLS_CUI:C1335390 NCI:C36088
UBERON:0002493,,
DOID:8011,,UMLS_CUI:C0855054 NCI:C8812
CL:0002004,,
DOID:7344,,UMLS_CUI:C1332279 NCI:C5966
HP:0003513,,
UBERON:0006106,,
UBERON:0013589,,
HP:0001991,,
UBERON:0010869,,
UBERON:0005328,,
DOID:4788,,UMLS_CUI:C1334246 NCI:C5817
HP:0002679,,
UBERON:0002494,,
DOID:8012,,UMLS_CUI:C1334638 NCI:C6744
UBERON:2005367,,
HP:0007862,,
CL:0002001,,
UBERON:2001910,,
CL:0001052,,
UBERON:2000751,,
UBERON:0005966,,
HP:0003514,,
HP:0011007,,
HP:0004759,,
UBERON:0001999,,
NCBITaxon:12542,,
UBERON:0013588,,
UBERON:0001997,,
UBERON:0010868,,
UBERON:0005327,,
DOID:4787,,UMLS_CUI:C1332904 NCI:C5436
DOID:8013,,UMLS_CUI:C1335322 NCI:C6983
CL:0002002,,
UBERON:2001911,,
CL:0001051,,
UBERON:2005368,,
DOID:8227,,UMLS_CUI:C1332346 NCI:C36089
UBERON:0002495,,
UBERON:0005965,,
DOID:11019,,UMLS_CUI:C0029857 SNOMEDCT_2010_1_31:190564002 ICD9CM:257.8 SNOMEDCT_2010_1_31:190562003 SNOMEDCT_2010_1_31:267404008 SNOMEDCT_2010_1_31:191065000
UBERON:0001998,,
HP:0004758,,
CL:0009000,,
UBERON:0009089,,
HP:0011006,,
UBERON:4000159,,
DOID:0050530,,OMIM:253550
HP:0008073,,
UBERON:2001701,,
CL:0000432,,
UBERON:0016466,,
UBERON:2001927,,
DOID:11245,,SNOMEDCT_2010_1_31:55444004 ICD9CM:776.7 UMLS_CUI:C0158997 SNOMEDCT_2010_1_31:206520003
DOID:11871,,SNOMEDCT_2010_1_31:2853006 SNOMEDCT_2010_1_31:193769006 UMLS_CUI:C0155076 ICD9CM:370.22
HP:0001071,,
HP:0011991,,
HP:0007001,,
DOID:6385,,UMLS_CUI:C1335695 NCI:C6217
DOID:10457,"A legionellosis that is characterized by severe form of infection producing pneumonia. Symptoms include fever, chills, and cough.",SNOMEDCT_2010_1_31:195889001 SNOMEDCT_2010_1_31:154315008 SNOMEDCT_2010_1_31:74881002 SNOMEDCT_2010_1_31:269574000 SNOMEDCT_2010_1_31:312403005 SNOMEDCT_2010_1_31:266186009 ICD9CM:482.84 UMLS_CUI:C0023241 MSH:D007877
NCBITaxon:451867,,
DOID:5142,,UMLS_CUI:C1520087 NCI:C40326
CL:0011004,,
DOID:0050531,,OMIM:151001
UBERON:2001700,,
UBERON:2001926,,
CL:0000431,,
DOID:8016,,NCI:C4717 SNOMEDCT_2010_1_31:128912009 SNOMEDCT_2010_1_31:134212004 UMLS_CUI:C0431112
HP:0008072,,
UBERON:0014544,,
DOID:11246,,SNOMEDCT_2010_1_31:34417008 UMLS_CUI:C0158992 ICD9CM:776.2
UBERON:0010880,,
HP:0001072,,
DOID:11872,,UMLS_CUI:C0349006 SNOMEDCT_2010_1_31:186385009
HP:0011992,,
CL:0000209,,
DOID:6386,,UMLS_CUI:C1332950 NCI:C6216
HP:0007002,,
NCBITaxon:451866,,
UBERON:0005340,,
CL:0011005,,
HP:0008071,,
DOID:11243,,UMLS_CUI:C0158996 SNOMEDCT_2010_1_31:47100003 ICD9CM:776.6
UBERON:0014547,,
CL:0000430,,
UBERON:2001925,,
UBERON:0010881,,
UBERON:0016464,,
HP:0011993,,
DOID:1283,,MSH:D006547 ICD9CM:618.6 UMLS_CUI:C0205792 SNOMEDCT_2010_1_31:47671001 SNOMEDCT_2010_1_31:198272003 SNOMEDCT_2010_1_31:398061002 SNOMEDCT_2010_1_31:270884000 SNOMEDCT_2010_1_31:198275001
