title	pmid	doi	scopus_eid	pub_date
A case study: Semantic integration of gene-disease associations for type 2 diabetes mellitus from literature and biomedical data resources	24201223	10.1016/j.drudis.2013.10.024	2-s2.0-84903791134	2014-01-01
A genome- and phenome-wide association study to identify genetic variants influencing platelet count and volume and their pleiotropic effects.	24026423	10.1007/s00439-013-1355-7		2014-01-01
Addressing the Challenge of Encoding Causal Epidemiological Knowledge in Formal Ontologies: A Practical Perspective	25160364	10.3233/978-1-61499-432-9-1125	2-s2.0-84929519611	2014-01-01
Agreementmakerlight results for OAEI 2014			2-s2.0-84919650035	2014-01-01
An ontology for medical treatment consent			2-s2.0-84916940807	2014-01-01
Analysis and expert assessment of the semantic similarity between land cover classes		10.1177/0309133314532001	2-s2.0-84902184362	2014-01-01
Combining bioinformatics and MS-based proteomics: Clinical implications	24720436	10.1586/14789450.2014.900446	2-s2.0-84901019392	2014-01-01
Complementarity between distance- and probability-based methods of gene neighbourhood identification for pathway reconstruction	24194096	10.1039/c3mb70366e	2-s2.0-84888987051	2014-01-01
DNA variant databases: Current state and future directions	24870141	10.1007/978-1-4939-0847-9_15	2-s2.0-84922278918	2014-01-01
Geoanalysis of clinical diagnosis and biological analytes			2-s2.0-84914165871	2014-01-01
Health web science		10.1561/1800000019	2-s2.0-84907998189	2014-01-01
Introduction		10.1007/978-3-319-04138-4_1	2-s2.0-85045641616	2014-01-01
Linked open data publishing linked open data from a disease ontology toward a knowledge infrastructure		10.1527/tjsai.29.396	2-s2.0-84940362693	2014-01-01
Literome: PubMed-scale genomic knowledge base in the cloud	24939151	10.1093/bioinformatics/btu383	2-s2.0-84911386442	2014-01-01
Lynx: a database and knowledge extraction engine for integrative medicine.	24270788	10.1093/nar/gkt1166		2014-01-01
MalaCards: A Comprehensive automatically-mined Database of human diseases	25199789	10.1002/0471250953.bi0124s47	2-s2.0-84937919422	2014-01-01
Managing, analysing, and integrating big data in medical bioinformatics: open problems and future perspectives.	25254202	10.1155/2014/134023		2014-01-01
OWL reasoning framework over big biological knowledge network.	24877076	10.1155/2014/272915		2014-01-01
Publishing a disease ontologies as linked data		10.1007/978-3-319-06826-8_10	2-s2.0-84902589471	2014-01-01
The cardiovascular disease ontology		10.3233/978-1-61499-438-1-409	2-s2.0-84906997701	2014-01-01
The Human Phenotype Ontology project: linking molecular biology and disease through phenotype data.	24217912	10.1093/nar/gkt1026		2014-01-01
The NHGRI GWAS Catalog, a curated resource of SNP-trait associations.	24316577	10.1093/nar/gkt1229		2014-01-01
The ontological treatment of sight and blindness			2-s2.0-84926318996	2014-01-01
The Reactome pathway knowledgebase.	24243840	10.1093/nar/gkt1102		2014-01-01
Using eXframe to build semantic web genomics repositories			2-s2.0-84920019905	2014-01-01
Are graph databases ready for bioinformatics?	24135261	10.1093/bioinformatics/btt549		2013-12-15
N-glycoproteome analysis of the secretome of human metastatic hepatocellular carcinoma cell lines combining hydrazide chemistry, HILIC enrichment and mass spectrometry.	24324730	10.1371/journal.pone.0081921		2013-12-04
Interpreting the gene expression microarray results: A user-based evaluation of 10 bioinformatics tools	24442985		2-s2.0-84893518148	2013-12-01
Monitoring public health concerns using twitter sentiment classifications		10.1109/ICHI.2013.47	2-s2.0-84893466108	2013-12-01
Ontological modeling of interoperable abnormal states		10.1007/978-3-642-37996-3_3	2-s2.0-84893007445	2013-12-01
The humankind genome: From genetic diversity to the origin of human diseases	24433206	10.1139/gen-2013-0125	2-s2.0-84892763187	2013-12-01
HuPSON: the human physiology simulation ontology.	24267822	10.1186/2041-1480-4-35		2013-11-22
Development and population of an elaborate formal ontology for clinical practice knowledge representation			2-s2.0-84887645001	2013-11-21
DNorm: disease name normalization with pairwise learning to rank.	23969135	10.1093/bioinformatics/btt474		2013-11-15
The ontology of craniofacial development and malformation for translational craniofacial research.	24124010	10.1002/ajmg.c.31377		2013-11-01
Towards precision medicine: advances in computational approaches for the analysis of human variants.	23962656	10.1016/j.jmb.2013.08.008		2013-11-01
Experimental design-based functional mining and characterization of high-throughput sequencing data in the sequence read archive.	24167589	10.1371/journal.pone.0077910		2013-10-22
Evaluation and cross-comparison of lexical entities of biological interest (LexEBI).	24124474	10.1371/journal.pone.0075185		2013-10-04
SurvExpress: an online biomarker validation tool and database for cancer gene expression data using survival analysis.	24066126	10.1371/journal.pone.0074250		2013-09-16
The mouse pathology ontology, MPATH; structure and applications.	24033988	10.1186/2041-1480-4-18		2013-09-13
Network and data integration for biomarker signature discovery via network smoothed T-statistics.	24019896	10.1371/journal.pone.0073074		2013-09-03
LiverAtlas: A unique integrated knowledge database for systems-level research of liver and hepatic disease	23601370	10.1111/liv.12173	2-s2.0-84881555965	2013-09-01
Selective anticancer agents suppress aging in Drosophila.	24096697	10.18632/oncotarget.1272		2013-09-01
Network topology reveals key cardiovascular disease genes.	23977067	10.1371/journal.pone.0071537		2013-08-15
The Vertebrate Trait Ontology: a controlled vocabulary for the annotation of trait data across species.	23937709	10.1186/2041-1480-4-13		2013-08-09
Dizeez: an online game for human gene-disease annotation.	23951102	10.1371/journal.pone.0071171		2013-08-07
Modern bioinformatics meets traditional Chinese medicine	24067932	10.1093/bib/bbt063	2-s2.0-84900329601	2013-08-02
Quantitative imaging biomarker ontology (QIBO) for knowledge representation of biomedical imaging biomarkers.	23589184	10.1007/s10278-013-9599-2		2013-08-01
Applying semantic technologies in cervical cancer research		10.1016/j.datak.2013.02.003	2-s2.0-84878109669	2013-07-01
Ontologies in medicinal chemistry: Current status and future challenges	23548021	10.2174/1568026611313050003	2-s2.0-84878605446	2013-06-10
Disease co-morbidity and the human wnt signaling pathway: A network-wise study	23692364	10.1089/omi.2012.0053	2-s2.0-84878332719	2013-06-01
Inflammation and liver tumorigenesis.	23681888	10.1007/s11684-013-0256-4		2013-06-01
Impact of pyrrolidine-bispyrrole DNA minor groove binding agents and chirality on global proteomic profile in Escherichia Coli.	23702249	10.1186/1477-5956-11-23		2013-05-23
On the usefulness of ontologies in epidemiology research and practice.	23155060	10.1136/jech-2012-201142		2013-05-01
Query enhancement through the practical application of ontology: the IEDB and OBI.	23734660	10.1186/2041-1480-4-S1-S6		2013-04-15
MalaCards: an integrated compendium for diseases and their annotation.	23584832	10.1093/database/bat018		2013-04-12
A unifying ontology to integrate histological and clinical observations for drug-induced liver injury	23395088	10.1016/j.ajpath.2012.12.033	2-s2.0-84875202553	2013-04-01
An overview of synergistic data tools for biological scrutiny		10.1002/ijch.201200094	2-s2.0-84876234060	2013-04-01
Proteome-wide analysis of nonsynonymous single-nucleotide variations in active sites of human proteins	23350563	10.1111/febs.12155	2-s2.0-84875346781	2013-03-01
Neurocarta: aggregating and sharing disease-gene relations for the neurosciences.	23442263	10.1186/1471-2164-14-129		2013-02-26
STOP using just GO: a multi-ontology hypothesis generation tool for high throughput experimentation.	23409969	10.1186/1471-2105-14-53		2013-02-14
Glycolytic enzymes PGK1 and PKM2 as novel transcriptional targets of PPARγ in breast cancer pathophysiology	23130662	10.3109/1061186X.2012.736998	2-s2.0-84873319497	2013-02-01
Analysis of microRNA expression profile induced by AICAR in mouse hepatocytes	23107762	10.1016/j.gene.2012.09.118	2-s2.0-84870377279	2013-01-10
A disease-drug-phenotype matrix inferred by walking on a functional domain network	23462907	10.1039/c3mb25495j	2-s2.0-84878740266	2013-01-01
Analysis and annotation of whole-genome or whole-exome sequencing-derived variants for clinical diagnosis	24510652	10.1002/0471142905.hg0924s79	2-s2.0-84896323921	2013-01-01
Bluima: A UIMA-based NLP toolkit for neuroscience			2-s2.0-84924752954	2013-01-01
DcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more.	23161684	10.1093/nar/gks1080		2013-01-01
Discovery of functional protein groups by clustering community links and integration of ontological knowledge		10.1016/j.eswa.2013.03.027	2-s2.0-84878271588	2013-01-01
Gene expression profile analysis of type 2 diabetic mouse liver.	23469233	10.1371/journal.pone.0057766		2013-01-01
Global analysis of the human pathophenotypic similarity gene network merges disease module components.	23437198	10.1371/journal.pone.0056653		2013-01-01
Incorporating expert terminology and disease risk factors into consumer health vocabularies.	23424146			2013-01-01
InterMOD: integrated data and tools for the unification of model organism research.	23652793	10.1038/srep01802		2013-01-01
MedCase: A template medical case store for case-based reasoning in medical decision support		10.1145/2492517.2500331	2-s2.0-84893210079	2013-01-01
Methods and tools for automatic construction of ontologies from textual resources: A framework for comparison and its application		10.1007/978-3-642-35855-5_9	2-s2.0-84893155061	2013-01-01
Mining disease associated biomarker networks from PubMed		10.1109/ISB.2013.6623786	2-s2.0-84893496000	2013-01-01
Ontological model of abnormal states and its application in the medical domain			2-s2.0-84922797350	2013-01-01
Towards biomedical data integration for analyzing the evolution of cognition			2-s2.0-85038615958	2013-01-01
Semantically enabling a genome-wide association study database.	23244533	10.1186/2041-1480-3-9		2012-12-17
Bringing epidemiology into the semantic web			2-s2.0-84892394909	2012-12-01
Browsing causal chains in a disease Ontology			2-s2.0-84893292459	2012-12-01
Identity tracking of a disease as a causal chain			2-s2.0-84892375005	2012-12-01
Network medicine: linking disorders.	22825316	10.1007/s00439-012-1206-y		2012-12-01
SimPHO: An ontology for simulation modeling of population health		10.1109/WSC.2012.6465128	2-s2.0-84874684066	2012-12-01
Annotating cancer variants and anti-cancer therapeutics in reactome.	24213504	10.3390/cancers4041180		2012-11-08
Standardization and utilization of biobank resources in clinical protein science with examples of emerging applications	22607352	10.1021/pr300185k	2-s2.0-84868326502	2012-11-02
The Mammalian Phenotype Ontology as a unifying standard for experimental and high-throughput phenotyping data.	22961259	10.1007/s00335-012-9421-3		2012-10-01
Inferring novel gene-disease associations using Medical Subject Heading Over-representation Profiles.	23021552	10.1186/gm376		2012-09-28
Microarray analysis revealing common and distinct functions of promyelocytic leukemia protein (PML) and tumor necrosis factor alpha (TNFα) signaling in endothelial cells.	22947142	10.1186/1471-2164-13-453		2012-09-04
Gemma: a resource for the reuse, sharing and meta-analysis of expression profiling data.	22782548	10.1093/bioinformatics/bts430		2012-09-01
The computational analysis of human testis transcriptome reveals closer ties to pluripotency.	23531778	10.4103/0974-1208.106339		2012-09-01
Identifying aberrant pathways through integrated analysis of knowledge in pharmacogenomics.	22711793	10.1093/bioinformatics/bts350		2012-08-15
LXtoo: an integrated live Linux distribution for the bioinformatics community.	22813356	10.1186/1756-0500-5-360		2012-07-19
Computational tools for prioritizing candidate genes: boosting disease gene discovery.	22751426	10.1038/nrg3253		2012-07-03
Ontological labels for automated location of anatomical shape differences.	22490168	10.1016/j.jbi.2012.02.013		2012-06-01
Using ontology-based annotation to profile disease research.	22494789	10.1136/amiajnl-2011-000631		2012-06-01
clusterProfiler: an R package for comparing biological themes among gene clusters.	22455463	10.1089/omi.2011.0118		2012-05-01
Prognostic gene signatures for patient stratification in breast cancer: accuracy, stability and interpretability of gene selection approaches using prior knowledge on protein-protein interactions.	22548963	10.1186/1471-2105-13-69		2012-05-01
