id	label	subClassOf
"DOID:5425"	"ovarian hyperstimulation syndrome"	"ovarian disease"
"DOID:4555"	"ovarian large-cell neuroendocrine carcinoma"	"ovarian carcinoma"
"DOID:2150"	"ovarian lymphoma"	"ovarian cancer"
"DOID:2143"	"ovarian malignant mesothelioma"	"ovarian cancer"
"DOID:0050928"	"ovarian melanoma"	"ovarian cancer"
"DOID:4115"	"ovarian mesodermal adenosarcoma"	"ovarian carcinosarcoma"
"DOID:5936"	"ovarian mixed germ cell neoplasm"	"ovarian primitive germ cell tumor"
"DOID:3606"	"ovarian mucinous adenocarcinoma"	"ovary adenocarcinoma"
"DOID:6469"	"ovarian mucinous adenofibroma"	"ovarian benign neoplasm"
"DOID:3604"	"ovarian mucinous cystadenocarcinoma"	"ovarian cystadenocarcinoma"
"DOID:7013"	"ovarian mucinous cystadenofibroma"	"ovarian mucinous adenofibroma"
"DOID:6278"	"ovarian mucinous malignant adenofibroma"	"ovarian mucinous neoplasm"
"DOID:6067"	"ovarian mucinous neoplasm"	"ovary epithelial cancer"
"DOID:6405"	"ovarian papillary cystadenoma"	"ovarian papillary neoplasm"
"DOID:6214"	"ovarian papillary neoplasm"	"ovary epithelial cancer"
"DOID:5351"	"ovarian primitive germ cell tumor"	"malignant ovarian germ cell neoplasm"
"DOID:6898"	"ovarian seromucinous carcinoma"	"ovarian carcinoma"
"DOID:5474"	"ovarian serous adenofibroma"	"ovarian benign neoplasm"
"DOID:0050933"	"ovarian serous carcinoma"	"ovarian carcinoma"
"DOID:5746"	"ovarian serous cystadenocarcinoma"	"ovarian cystadenocarcinoma"
"DOID:7320"	"ovarian serous cystadenofibroma"	"ovarian serous adenofibroma"
"DOID:0080370"	"ovarian sex cord-stromal benign neoplasm"	"sex cord-stromal benign neoplasm"
"DOID:0080369"	"ovarian sex-cord stromal tumor"	"sex cord-gonadal stromal tumor"
"DOID:6179"	"ovarian small cell carcinoma"	"ovarian carcinoma"
"DOID:6315"	"ovarian solid teratoma"	"mature teratoma of the ovary"
"DOID:5531"	"ovarian squamous cell carcinoma"	"ovarian cancer"
"DOID:7347"	"ovarian stromal hyperthecosis"	"ovarian disease"
"DOID:6407"	"ovarian surface papilloma"	"ovarian papillary neoplasm"
"DOID:3713"	"ovary adenocarcinoma"	"ovarian carcinoma"
"DOID:2152"	"ovary epithelial cancer"	"ovarian cancer"
"DOID:5263"	"ovary leiomyosarcoma"	"leiomyosarcoma"
"DOID:3002"	"ovary neuroendocrine neoplasm"	"ovarian cancer"
"DOID:6408"	"ovary papillary carcinoma"	"ovarian carcinoma"
"DOID:4059"	"ovary rhabdomyosarcoma"	"rhabdomyosarcoma"
"DOID:2146"	"ovary sarcoma"	"ovarian cancer"
"DOID:5744"	"ovary serous adenocarcinoma"	"ovary adenocarcinoma"
"DOID:4000"	"ovary transitional cell carcinoma"	"ovary epithelial cancer"
"DOID:0070355"	"overactive bladder syndrome"	"bladder disease"
"DOID:0111562"	"overhydrated hereditary stomatocytosis"	"macrocytic anemia"
"DOID:654"	"overnutrition"	"nutrition disease"
"DOID:0040082"	"oxirane allergy"	"drug allergy"
"DOID:0081326"	"oxoglutarate dehydrogenase deficiency"	"amino acid metabolic disorder"
"DOID:5389"	"oxyphilic adenoma"	"endocrine organ benign neoplasm"
"DOID:6865"	"oxyphilic endometrial endometrioid adenocarcinoma"	"endometrial adenocarcinoma"
"DOID:0081266"	"pachygyria, microcephaly, developmental delay, and dysmorphic facies, with or without seizures"	"lissencephaly"
"DOID:0050449"	"pachyonychia congenita"	"syndrome"
"DOID:0060145"	"pain agnosia"	"agnosia"
"DOID:0060164"	"pain disorder"	"somatoform disorder"
"DOID:1166"	"palindromic rheumatism"	"arthritis"
"DOID:0040055"	"palladium allergic contact dermatitis"	"allergic contact dermatitis"
"DOID:0111244"	"palmoplantar keratoderma and congenital alopecia 1"	"ectodermal dysplasia"
"DOID:0111245"	"palmoplantar keratoderma and congenital alopecia 2"	"ectodermal dysplasia"
"DOID:0070554"	"palmoplantar keratoderma and woolly hair"	"nonepidermolytic palmoplantar keratoderma"
"DOID:0111505"	"palmoplantar keratoderma-deafness syndrome"	"syndrome"
"DOID:0111506"	"palmoplantar keratoderma-esophageal carcinoma syndrome"	"syndrome"
"DOID:3390"	"palmoplantar keratosis"	"keratosis"
"DOID:26"	"pancreas disease"	"endocrine system disease"
"DOID:1792"	"pancreas lymphoma"	"pancreatic cancer"
"DOID:1796"	"pancreas sarcoma"	"pancreatic cancer"
"DOID:7697"	"pancreatic ACTH hormone producing tumor"	"islet cell tumor"
"DOID:5742"	"pancreatic acinar cell adenocarcinoma"	"pancreatic adenocarcinoma"
"DOID:4074"	"pancreatic adenocarcinoma"	"pancreatic carcinoma"
"DOID:5637"	"pancreatic adenosquamous carcinoma"	"pancreatic cancer"
"DOID:0050877"	"pancreatic agenesis"	"pancreas disease"
"DOID:0061003"	"pancreatic agenesis 1"	"pancreatic agenesis"
"DOID:0060988"	"pancreatic agenesis 2"	"pancreatic agenesis"
"DOID:1793"	"pancreatic cancer"	"endocrine gland cancer"
"DOID:4905"	"pancreatic carcinoma"	"pancreatic cancer"
"DOID:6977"	"pancreatic cholera"	"endocrine pancreas disease"
"DOID:7735"	"pancreatic colloid cystadenoma"	"pancreatic cystadenoma"
"DOID:4073"	"pancreatic cystadenocarcinoma"	"pancreatic adenocarcinoma"
"DOID:3918"	"pancreatic cystadenoma"	"gastrointestinal system benign neoplasm"
"DOID:4433"	"pancreatic delta cell neoplasm"	"islet cell tumor"
"DOID:3498"	"pancreatic ductal adenocarcinoma"	"pancreatic adenocarcinoma"
"DOID:3587"	"pancreatic ductal carcinoma"	"pancreatic carcinoma"
"DOID:1798"	"pancreatic endocrine carcinoma"	"islet cell tumor"
"DOID:7577"	"pancreatic foamy gland adenocarcinoma"	"pancreatic adenocarcinoma"
"DOID:5580"	"pancreatic gastrinoma"	"islet cell tumor"
"DOID:0111733"	"pancreatic hypoplasia-diabetes-congenital heart disease syndrome"	"syndrome"
"DOID:7574"	"pancreatic intraductal papillary-colloid carcinoma"	"pancreatic adenocarcinoma"
"DOID:7574"	"pancreatic intraductal papillary-colloid carcinoma"	"pancreatic intraductal papillary-mucinous neoplasm"
"DOID:7851"	"pancreatic intraductal papillary-mucinous adenoma"	"gastrointestinal system benign neoplasm"
"DOID:7575"	"pancreatic intraductal papillary-mucinous neoplasm"	"malignant exocrine pancreas neoplasm"
"DOID:8150"	"pancreatic invasive intraductal papillary-mucinous carcinoma"	"pancreatic intraductal papillary-colloid carcinoma"
"DOID:7236"	"pancreatic invasive mucinous cystadenocarcinoma"	"mucinous cystadenocarcinoma of pancreas"
"DOID:7235"	"pancreatic mucinous cystadenoma"	"pancreatic cystadenoma"
"DOID:13313"	"pancreatic mucinous ductal ectasia"	"pancreas disease"
"DOID:7840"	"pancreatic non-functioning delta cell tumor"	"non-functioning pancreatic endocrine tumor"
"DOID:7840"	"pancreatic non-functioning delta cell tumor"	"pancreatic delta cell neoplasm"
"DOID:7685"	"pancreatic non-invasive intraductal papillary-mucinous carcinoma"	"pancreatic intraductal papillary-colloid carcinoma"
"DOID:7237"	"pancreatic non-invasive mucinous cystadenocarcinoma"	"mucinous cystadenocarcinoma of pancreas"
"DOID:5751"	"pancreatic serous cystadenocarcinoma"	"pancreatic cystadenocarcinoma"
"DOID:3917"	"pancreatic serous cystadenoma"	"pancreatic cystadenoma"
"DOID:3919"	"pancreatic serous cystic neoplasm"	"malignant exocrine pancreas neoplasm"
"DOID:3497"	"pancreatic signet ring cell adenocarcinoma"	"pancreatic ductal adenocarcinoma"
"DOID:6827"	"pancreatic solid pseudopapillary carcinoma"	"pancreatic carcinoma"
"DOID:4432"	"pancreatic somatostatinoma"	"islet cell tumor"
"DOID:0080323"	"pancreatic squamous cell carcinoma"	"pancreatic cancer"
"DOID:10610"	"pancreatic steatorrhea"	"pancreas disease"
"DOID:5741"	"pancreatic vasoactive intestinal peptide producing tumor"	"islet cell tumor"
"DOID:4989"	"pancreatitis"	"pancreas disease"
"DOID:6823"	"pancreatoblastoma"	"pancreatic carcinoma"
"DOID:12450"	"pancytopenia"	"anemia"
"DOID:594"	"panic disorder"	"anxiety disorder"
"DOID:1526"	"panniculitis"	"skin disease"
"DOID:13732"	"panophthalmitis"	"purulent endophthalmitis"
"DOID:3981"	"pantothenate kinase-associated neurodegeneration"	"neurodegeneration with brain iron accumulation"
"DOID:12030"	"panuveitis"	"uveitis"
"DOID:3112"	"papillary adenocarcinoma"	"adenocarcinoma"
"DOID:5479"	"papillary adenofibroma"	"adenofibroma"
"DOID:3172"	"papillary adenoma"	"adenoma"
"DOID:3113"	"papillary carcinoma"	"carcinoma"
"DOID:2458"	"papillary conjunctivitis"	"conjunctivitis"
"DOID:3847"	"papillary craniopharyngioma"	"craniopharyngioma"
"DOID:3110"	"papillary cystadenocarcinoma"	"cystadenocarcinoma"
"DOID:5505"	"papillary ependymoma"	"benign ependymoma"
"DOID:6931"	"papillary extrahepatic bile duct adenocarcinoma"	"extrahepatic bile duct adenocarcinoma"
"DOID:0081283"	"papillary glioneuronal tumor"	"central nervous system benign neoplasm"
"DOID:5439"	"papillary hidradenoma"	"hidradenoma"
"DOID:5057"	"papillary meningioma of the cerebellum"	"rhabdoid meningioma"
"DOID:8193"	"papillary pattern testicular yolk sac tumor"	"testicular yolk sac tumor"
"DOID:4465"	"papillary renal cell carcinoma"	"renal cell carcinoma"
"DOID:2632"	"papillary serous adenocarcinoma"	"papillary adenocarcinoma"
"DOID:4385"	"papillary squamous carcinoma"	"squamous cell carcinoma"
"DOID:5595"	"papillary thymic adenocarcinoma"	"thymus adenocarcinoma"
"DOID:3969"	"papillary thyroid carcinoma"	"differentiated high-grade thyroid carcinoma"
"DOID:3969"	"papillary thyroid carcinoma"	"papillary adenocarcinoma"
"DOID:4012"	"papillary transitional carcinoma"	"transitional cell carcinoma"
"DOID:0081251"	"papillary tumor of the pineal region"	"pineal gland cancer"
"DOID:146"	"papilledema"	"optic nerve disease"
"DOID:2615"	"papilloma"	"cell type benign neoplasm"
"DOID:2647"	"parachordoma"	"mesenchymal cell neoplasm"
"DOID:12662"	"paracoccidioidomycosis"	"primary systemic mycosis"
"DOID:0050773"	"paraganglioma"	"pheochromocytoma"
"DOID:10699"	"paragonimiasis"	"parasitic helminthiasis infectious disease"
"DOID:8442"	"paralytic ileus"	"intestinal obstruction"
"DOID:12958"	"paralytic lagophthalmos"	"lagophthalmos"
"DOID:0050515"	"paralytic poliomyelitis"	"poliomyelitis"
"DOID:10863"	"paralytic squint"	"strabismus"
"DOID:0060338"	"parameningeal embryonal rhabdomyosarcoma"	"embryonal rhabdomyosarcoma"
"DOID:1260"	"parametritis"	"pelvic inflammatory disease"
"DOID:11746"	"parametrium malignant neoplasm"	"uterine adnexa cancer"
"DOID:0111538"	"paramyotonia congenita of Von Eulenburg"	"neuromuscular disease"
"DOID:1350"	"paranasal sinus benign neoplasm"	"respiratory system benign neoplasm"
"DOID:0050619"	"paranasal sinus cancer"	"respiratory system cancer"
"DOID:1352"	"paranasal sinus disease"	"nose disease"
"DOID:1355"	"paranasal sinus lymphoma"	"paranasal sinus cancer"
"DOID:1362"	"paranasal sinus sarcoma"	"paranasal sinus cancer"
"DOID:0080852"	"paraneoplastic pemphigus"	"pemphigus"
"DOID:8681"	"paraneoplastic polyneuropathy"	"inflammatory and toxic neuropathy"
"DOID:10938"	"paranoid personality disorder"	"personality disorder"
"DOID:1229"	"paranoid schizophrenia"	"schizophrenia"
"DOID:8216"	"parapharyngeal meningioma"	"meningioma"
"DOID:0060044"	"paraphilia disorder"	"sexual health disorder"
"DOID:5334"	"paraphimosis"	"phimosis"
"DOID:607"	"paraplegia"	"central nervous system disease"
"DOID:9088"	"parapsoriasis"	"psoriasis"
"DOID:6869"	"parasagittal meningioma"	"cerebral convexity meningioma"
"DOID:0050291"	"parasitic Ichthyosporea infectious disease"	"parasitic infectious disease"
"DOID:13341"	"parasitic conjunctivitis"	"chronic conjunctivitis"
"DOID:4110"	"parasitic ectoparasitic infectious disease"	"parasitic infectious disease"
"DOID:13823"	"parasitic eyelid infestation"	"blepharitis"
"DOID:883"	"parasitic helminthiasis infectious disease"	"parasitic infectious disease"
"DOID:1398"	"parasitic infectious disease"	"disease by infectious agent"
"DOID:2789"	"parasitic protozoa infectious disease"	"parasitic infectious disease"
"DOID:0111539"	"parastremmatic dwarfism"	"osteochondrodysplasia"
"DOID:10207"	"paratesticular lipoma"	"reproductive organ benign neoplasm"
"DOID:7608"	"parathyroid adenoma"	"parathyroid gland benign neoplasm"
"DOID:1540"	"parathyroid carcinoma"	"endocrine gland cancer"
"DOID:60008"	"parathyroid gland benign neoplasm"	"endocrine organ benign neoplasm"
"DOID:11201"	"parathyroid gland disease"	"endocrine system disease"
"DOID:7611"	"parathyroid oncocytic adenoma"	"parathyroid adenoma"
"DOID:7609"	"parathyroid transitional clear cell adenoma"	"parathyroid adenoma"
"DOID:3055"	"paratyphoid fever"	"primary bacterial infectious disease"
"DOID:14059"	"paraurethral gland cancer"	"female reproductive organ cancer"
"DOID:2139"	"paraurethral gland neoplasm"	"urethral benign neoplasm"
"DOID:0050490"	"parenchymatous neurosyphilis"	"tertiary neurosyphilis"
"DOID:0060285"	"parietal foramina"	"neural tube defect"
"DOID:0050903"	"parietal lobe ependymoma"	"parietal lobe neoplasm"
"DOID:14384"	"parietal lobe neoplasm"	"cerebrum cancer"
"DOID:13117"	"paronychia"	"nail disease"
"DOID:3373"	"parosteal osteosarcoma"	"peripheral osteosarcoma"
"DOID:10302"	"parotid disease"	"salivary gland disease"
"DOID:0050931"	"parotid gland adenoid cystic carcinoma"	"parotid gland cancer"
"DOID:9036"	"parotid gland cancer"	"salivary gland cancer"
"DOID:10301"	"parotitis"	"parotid disease"
"DOID:4333"	"parovarian cyst"	"female reproductive system disease"
"DOID:0111537"	"paroxysmal extreme pain disorder"	"autonomic nervous system disease"
"DOID:0060284"	"paroxysmal nocturnal hemoglobinuria"	"hemoglobinuria"
"DOID:0090049"	"paroxysmal nonkinesigenic dyskinesia 1"	"dystonia"
"DOID:0090047"	"paroxysmal nonkinesigenic dyskinesia 2"	"dystonia"
"DOID:0070442"	"paroxysmal nonkinesigenic dyskinesia 3"	"dystonia"
"DOID:12731"	"pars planitis"	"chorioretinitis"
"DOID:0081005"	"parsley allergy"	"vegetable allergy"
"DOID:0040072"	"parthenolide allergic contact dermatitis"	"allergic contact dermatitis"
"DOID:0080776"	"partial androgen insensitivity syndrome"	"androgen insensitivity syndrome"
"DOID:14522"	"partial arterial retinal occlusion"	"retinal artery occlusion"
"DOID:9822"	"partial central choroid dystrophy"	"hereditary choroidal atrophy"
"DOID:9811"	"partial circumpapillary choroid dystrophy"	"hereditary choroidal atrophy"
"DOID:0111718"	"partial cryptophthalmia"	"isolated cryptophthalmia"
"DOID:0050666"	"partial fetal alcohol syndrome"	"fetal alcohol spectrum disorder"
"DOID:0080299"	"partial lipodystrophy"	"lipodystrophy"
"DOID:3327"	"partial motor epilepsy"	"focal epilepsy"
"DOID:1726"	"partial of retinal vein occlusion"	"retinal vein occlusion"
"DOID:10631"	"partial optic atrophy"	"optic atrophy"
"DOID:3330"	"partial sensory epilepsy"	"focal epilepsy"
"DOID:10864"	"partial third-nerve palsy"	"paralytic squint"
"DOID:0111159"	"partial trisomy distal 4q"	"chromosomal duplication syndrome"
"DOID:11055"	"pasteurellosis"	"primary bacterial infectious disease"
"DOID:10471"	"patellar tendinitis"	"tendinitis"
"DOID:14284"	"patellofemoral pain syndrome"	"arthropathy"
"DOID:0040080"	"patent blue V allergy"	"drug allergy"
"DOID:13832"	"patent ductus arteriosus"	"congenital heart disease"
"DOID:13620"	"patent foramen ovale"	"atrial heart septal defect"
"DOID:9650"	"pathologic nystagmus"	"ocular motility disease"
"DOID:12399"	"pathological gambling"	"impulse control disorder"
"DOID:0060863"	"patterned macular dystrophy"	"macular degeneration"
"DOID:0060866"	"patterned macular dystrophy 1"	"patterned macular dystrophy"
"DOID:0060864"	"patterned macular dystrophy 2"	"patterned macular dystrophy"
"DOID:0060865"	"patterned macular dystrophy 3"	"patterned macular dystrophy"
"DOID:12358"	"patulous eustachian tube"	"eustachian tube disease"
"DOID:0060510"	"peach allergy"	"fruit allergy"
"DOID:4378"	"peanut allergy"	"legume allergy"
"DOID:13351"	"pedophilia"	"paraphilia disorder"
"DOID:0060283"	"peeling skin syndrome"	"skin disease"
"DOID:0070520"	"peeling skin syndrome 1"	"peeling skin syndrome"
"DOID:0070521"	"peeling skin syndrome 2"	"peeling skin syndrome"
"DOID:0070522"	"peeling skin syndrome 3"	"peeling skin syndrome"
"DOID:0070523"	"peeling skin syndrome 4"	"peeling skin syndrome"
"DOID:0070524"	"peeling skin syndrome 5"	"peeling skin syndrome"
"DOID:0070525"	"peeling skin syndrome 6"	"peeling skin syndrome"
"DOID:914"	"peliosis hepatis"	"hepatic vascular disease"
"DOID:8457"	"pellagra"	"nutritional deficiency disease"
"DOID:1003"	"pelvic inflammatory disease"	"female reproductive system disease"
"DOID:3927"	"pelvic lipomatosis"	"lipomatosis"
"DOID:11629"	"pelvic muscle wasting"	"prolapse of female genital organ"
"DOID:9742"	"pelvic varices"	"varicose veins"
"DOID:0080841"	"pemphigoid"	"autoimmune disease of skin and connective tissue"
"DOID:14482"	"pemphigoid gestationis"	"pemphigoid"
"DOID:9182"	"pemphigus"	"autoimmune disease of skin and connective tissue"
"DOID:0080850"	"pemphigus foliaceus"	"pemphigus"
"DOID:0040098"	"pemphigus gestationis"	"pemphigus"
"DOID:0060851"	"pemphigus vulgaris"	"pemphigus"
"DOID:0060520"	"penicillin allergy"	"beta-lactam allergy"
"DOID:0050288"	"penicilliosis"	"opportunistic mycosis"
"DOID:11624"	"penile benign neoplasm"	"male reproductive organ benign neoplasm"
"DOID:11615"	"penile cancer"	"male reproductive organ cancer"
"DOID:1529"	"penile disease"	"male reproductive system disease"
"DOID:8223"	"penile urethral cancer"	"male urethral cancer"
"DOID:3448"	"penis Paget's disease"	"penis carcinoma"
"DOID:4277"	"penis basal cell carcinoma"	"penis carcinoma"
"DOID:7047"	"penis basaloid carcinoma"	"penis squamous cell carcinoma"
"DOID:3449"	"penis carcinoma"	"penile cancer"
"DOID:8872"	"penis carcinoma in situ"	"in situ carcinoma"
"DOID:8009"	"penis mixed squamous cell carcinoma"	"penis squamous cell carcinoma"
"DOID:5907"	"penis non-invasive verrucous carcinoma"	"penis verrucous carcinoma"
"DOID:8013"	"penis papillary carcinoma"	"penis squamous cell carcinoma"
"DOID:11838"	"penis sarcoma"	"penile cancer"
"DOID:5518"	"penis squamous cell carcinoma"	"penis carcinoma"
"DOID:5908"	"penis verrucous carcinoma"	"penis squamous cell carcinoma"
"DOID:0111258"	"pentosuria"	"amino acid metabolic disorder"
"DOID:13976"	"peptic esophagitis"	"esophagitis"
"DOID:750"	"peptic ulcer disease"	"gastrointestinal system disease"
"DOID:752"	"peptic ulcer perforation"	"peptic ulcer disease"
"DOID:10445"	"perforated corneal ulcer"	"corneal ulcer"
"DOID:13409"	"perforation of bile duct"	"biliary tract disease"
"DOID:8110"	"periampullary adenocarcinoma"	"ampulla of Vater adenocarcinoma"
"DOID:0050849"	"periampullary adenoma"	"ampulla of Vater benign neoplasm"
"DOID:9745"	"perianal hematoma"	"hemorrhoid"
"DOID:7708"	"perianal skin Paget's disease"	"anal margin carcinoma"
"DOID:4617"	"periapical granuloma"	"periapical periodontitis"
"DOID:823"	"periapical periodontitis"	"periodontitis"
"DOID:2964"	"periarthritis"	"bursitis"
"DOID:118"	"pericardial effusion"	"pericardium disease"
"DOID:6201"	"pericardial mesothelioma"	"pericardium cancer"
"DOID:4962"	"pericardial tuberculosis"	"extrapulmonary tuberculosis"
"DOID:1787"	"pericarditis"	"pericardium disease"
"DOID:116"	"pericardium cancer"	"heart cancer"
"DOID:0050829"	"pericardium disease"	"cardiovascular system disease"
"DOID:5137"	"pericardium leiomyoma"	"cardiovascular organ benign neoplasm"
"DOID:14272"	"pericholangitis"	"cholangitis"
"DOID:222"	"perichondritis of auricle"	"otitis externa"
