ID	LABEL	SubClass Of [ANON]
DOID:6786	childhood botryoid rhabdomyosarcoma	'existence starts during' some 'Childhood onset'
DOID:6787	childhood vagina botryoid rhabdomyosarcoma	'existence starts during' some 'Childhood onset'
DOID:6789	vulvar childhood botryoid-type embryonal rhabdomyosarcoma	'existence starts during' some 'Childhood onset'
DOID:6811	juvenile pilocytic astrocytoma	'existence starts during' some 'Childhood onset'|'existence starts during' some 'Young adult onset'
DOID:6812	childhood pilocytic astrocytoma	'existence starts during' some 'Childhood onset'
DOID:6837	rete ovarii adenoma	'derives from' some ('epithelial cell' and (has_origin some gland))
DOID:6838	rete ovarii cystadenofibroma	'derives from' some 'epithelial cell'|'derives from' some 'stromal cell'
DOID:6844	kidney pelvis sarcomatoid transitional cell carcinoma	'derives from' some 'transitional epithelial cell'|'disease has location' some 'renal pelvis'
DOID:6847	adult botryoid rhabdomyosarcoma	'existence starts during' some 'Adult onset'
DOID:6848	adult vagina botryoid rhabdomyosarcoma	'existence starts during' some 'Adult onset'
DOID:6857	pineal region mature teratoma	'disease has location' some 'pineal body'
DOID:686	liver carcinoma	'derives from' some 'epithelial cell'
DOID:6886	ureter small cell carcinoma	'derives from' some 'epithelial cell'|'disease has location' some ureter
DOID:6888	ureter transitional cell carcinoma	'derives from' some 'transitional epithelial cell'
DOID:6901	familiar ovarian carcinoma	'derives from' some 'epithelial cell'
DOID:6903	eye lymphoma	'has material basis in' some lymphocyte
DOID:6932	urinary bladder inverted papilloma	'derives from' some 'epithelial cell'|'derives from' some mucosa
DOID:6934	urethra inverted papilloma	'derives from' some 'epithelial cell'|'derives from' some mucosa|'disease has location' some urethra
DOID:6935	ureter inverted papilloma	'derives from' some 'epithelial cell'|'derives from' some mucosa
DOID:6938	childhood intraocular retinoblastoma	'existence starts during' some 'Childhood onset'
DOID:6939	childhood brain meningioma	'existence starts during' some 'Childhood onset'
DOID:6944	vulvar seborrheic keratosis	'disease has location' some 'mammalian vulva'
DOID:6948	malignant gastric teratoma	'disease has location' some stomach
DOID:6961	Bartholin's gland squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:6969	acute canaliculitis	'has symptom' some conjunctivitis
DOID:7004	ACTH-secreting pituitary adenoma	'disease has location' some corticotroph
DOID:7007	childhood cerebral astrocytoma	'existence starts during' some 'Childhood onset'
DOID:7016	tendon sheath lipoma	'derives from' some adipocyte|'disease has location' some 'tendon sheath'
DOID:7017	lumbosacral lipoma	'derives from' some adipocyte
DOID:7031	glottis squamous cell carcinoma	'derives from' some 'squamous epithelial cell'
DOID:7033	anisakiasis	'has material basis in' some 'Anisakis simplex'|'has material basis in' some 'Pseudoterranova decipiens'|'has symptom' some 'abdominal pain'|'has symptom' some nausea|'has symptom' some vomiting
DOID:7037	childhood immature teratoma of ovary	'existence starts during' some 'Childhood onset'
DOID:7040	uveal epithelioid cell melanoma	'derives from' some 'epithelioid macrophage'|'derives from' some melanocyte|'disease has location' some uvea
DOID:7041	choroid epithelioid cell melanoma	'derives from' some 'epithelioid macrophage'|'derives from' some melanocyte|'disease has location' some 'optic choroid'
DOID:7042	ciliary body epithelioid cell melanoma	'derives from' some melanocyte|'disease has location' some 'ciliary body'
DOID:7049	basaloid squamous cell skin carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some 'zone of skin'
DOID:7050	thymus basaloid carcinoma	'derives from' some 'epithelial cell'
DOID:7051	esophageal basaloid squamous cell carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some esophagus
DOID:7071	spinal cord dermoid cyst	'disease has location' some 'spinal cord'
DOID:7077	malignant melanocytic peripheral nerve sheath tumor of mediastinum	'disease has location' some 'peripheral nervous system'
DOID:7079	adult cystic teratoma	'existence starts during' some 'Adult onset'
DOID:7095	childhood epithelioid sarcoma	'existence starts during' some 'Childhood onset'
DOID:7133	gallbladder small cell carcinoma	'derives from' some 'epithelial cell'|'disease has location' some gallbladder
DOID:7139	endometrial small cell carcinoma	'derives from' some 'epithelial cell'|'disease has location' some endometrium
DOID:7141	prostate small cell carcinoma	'derives from' some 'epithelial cell'|'disease has location' some 'prostate gland'
DOID:7142	thymus small cell carcinoma	'disease has location' some thymus
DOID:7144	laryngeal small cell carcinoma	'derives from' some 'epithelial cell'|'disease has location' some larynx
DOID:7146	Langerhans cell sarcoma	'derives from' some 'embryonic cell (metazoa)'|'disease has location' some 'Langerhans cell'
DOID:7147	ankylosing spondylitis	'autoimmune disease' and ('disease has location' some 'musculoskeletal system')|'disease has location' some 'sacro-iliac joint'|'disease has location' some 'vertebral column'|'has phenotype' some 'Abnormal circulating immunoglobulin concentration'|'has symptom' some 'stiff neck'|'has symptom' some pain
DOID:7148	rheumatoid arthritis	'disease has location' some 'skeletal joint'|'has phenotype' some 'Abnormal circulating immunoglobulin concentration'
DOID:7160	rectal leiomyoma	('derives from' some 'smooth muscle cell') and ('disease has location' some rectum)
DOID:7177	anal canal squamous cell carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some 'anal canal'
DOID:718	autoimmune hemolytic anemia	('has phenotype' some 'Abnormal circulating immunoglobulin concentration') and ('disease has location' some blood)
DOID:7221	gallbladder papillary carcinoma	'derives from' some 'epithelial cell'
DOID:7231	childhood CNS embryonal cell carcinoma	'disease has location' some brain|'existence starts during' some 'Childhood onset'
DOID:7232	central nervous system embryonal carcinoma	'derives from' some 'epithelial cell'|'derives from' some 'germ cell'
DOID:7233	adult central nervous system embryonal carcinoma	'existence starts during' some 'Adult onset'
DOID:7234	mucinous cystadenocarcinoma of pancreas	'derives from' some 'glandular secretory epithelial cell'
DOID:7241	uterine corpus apoplectic leiomyoma	'has symptom' some hemorrhage
DOID:7242	uterine corpus cellular leiomyoma	'derives from' some 'smooth muscle cell'|'disease has location' some 'body of uterus'
DOID:728	nodular episcleritis	'has symptom' some 'bloodshot eye'|'has symptom' some 'cornea symptom'|'has symptom' some inflammation|'has symptom' some pain|'has symptom' some photophobia
DOID:7280	congenital epulis	'disease has basis in' some 'Abnormality of prenatal development or birth'
DOID:7284	Skene gland carcinoma	'derives from' some 'epithelial cell'|'disease has location' some 'paraurethral gland'
DOID:7297	childhood extraosseous osteosarcoma	'existence starts during' some 'Childhood onset'
DOID:7328	iris spindle cell melanoma	'derives from' some melanocyte|'disease has location' some iris
DOID:7332	esophageal tuberculosis	'disease has location' some esophagus|'has symptom' some 'chest pain'|'has symptom' some 'weight loss'|'has symptom' some cough|'has symptom' some dysphagia|'has symptom' some fever
DOID:7333	nephrogenic adenoma of urinary bladder	'disease has location' some 'urinary bladder'|('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:7334	nephrogenic adenoma	('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:7340	childhood ovarian dysgerminoma	'existence starts during' some 'Childhood onset'
DOID:7356	rectum sarcomatoid carcinoma	'disease has location' some rectum
DOID:7379	adrenal medulla carcinoma	'derives from' some 'epithelial cell'|'disease has location' some 'adrenal medulla'
DOID:7380	squamous cell papilloma of skin	'derives from' some 'epithelial cell'|'derives from' some mucosa|'disease has location' some 'zone of skin'
DOID:7390	superior vena cava leiomyosarcoma	'disease has location' some 'anterior vena cava'
DOID:7400	Nijmegen breakage syndrome	'has material basis in' some 'autosomal recessive inheritance'
DOID:7426	cutaneous anthrax	'has symptom' some 'skin lesion'
DOID:7427	anthrax disease	'has material basis in' some 'Bacillus anthracis'|'has symptom' some 'skin ulcer'|'has symptom' some diarrhea|'has symptom' some dyspnea|'has symptom' some fever|'has symptom' some hematochezia|'has symptom' some nausea|'has symptom' some rectorrhagia|'transmitted by' some ('contact transmission' or 'airborne transmission' or 'vehicle-borne ingestion transmission')
DOID:7429	childhood brain germinoma	'existence starts during' some 'Childhood onset'
DOID:7430	childhood germ cell brain tumor	'disease has location' some brain|'existence starts during' some 'Childhood onset'
DOID:745	epididymis adenomatoid tumor	'derives from' some 'squamous epithelial cell'|'disease has location' some mesothelium|has_origin some gland
DOID:7463	childhood pleomorphic rhabdomyosarcoma	'existence starts during' some 'Childhood onset'
DOID:7465	chronic NK-cell lymphocytosis	'disease has feature' some neuropathy|'has symptom' some 'apthous ulcer'|'has symptom' some 'joint pain'|'has symptom' some 'mouth sore'|'has symptom' some cytopenia|'has symptom' some fever
DOID:7474	malignant pleural mesothelioma	'disease has location' some pleura|('derives from' some 'epithelioid macrophage') and ('disease has location' some mesothelium)
DOID:7475	diverticulitis	'has symptom' some inflammation
DOID:7497	brain ependymoma	'disease has location' some 'spinal cord'
DOID:75	lymphatic system disease	'has symptom' some inflammation
DOID:7501	childhood infratentorial ependymoma	'existence starts during' some 'Childhood onset'
DOID:7502	childhood supratentorial ependymoma	'existence starts during' some 'Childhood onset'
DOID:7516	childhood central nervous system mixed germ cell tumor	'disease has location' some brain|'existence starts during' some 'Childhood onset'
DOID:7519	endocervical carcinoma	'disease has location' some endocervix
DOID:7522	childhood infratentorial embryonal tumor with multilayered rosettes, C19MC-altered	'existence starts during' some 'Childhood onset'
DOID:754	bladder tuberculosis	'disease has location' some 'urinary bladder'
DOID:7551	gonorrhea	'disease has location' some 'fallopian tube'|'disease has location' some (urethra or mouth or throat or eye or uterus or anus)|'has material basis in' some 'Neisseria gonorrhoeae'|'has symptom' some 'abnormal vaginal bleeding'|'has symptom' some bleeding|'has symptom' some paresthesia|'transmitted by' some 'contact transmission'
DOID:7558	glossopharyngeal motor neuropathy	'disease has location' some 'glossopharyngeal nerve'
DOID:758	visceral heterotaxy 5	'has material basis in' some 'autosomal dominant inheritance'
DOID:7585	subglottis squamous cell carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some subglottis
DOID:7587	supraglottis squamous cell carcinoma	'derives from' some 'squamous epithelial cell'|'disease has location' some 'supraglottic part of larynx'
DOID:7602	conventional osteosarcoma	'disease has location' some femur|'disease has location' some humerus|'disease has location' some tibia
DOID:7608	parathyroid adenoma	('derives from' some 'epithelial cell') and (has_origin some gland)
DOID:7612	childhood intracortical osteosarcoma	'existence starts during' some 'Childhood onset'
DOID:7613	sarcomatosis of the meninges	'disease has location' some meninx
DOID:7614	meninges sarcoma	'derives from' some 'embryonic cell (metazoa)'
DOID:7631	adult embryonal tumor with multilayered rosettes, C19MC-altered	'existence starts during' some 'Adult onset'
DOID:7632	Cowper gland carcinoma	'derives from' some 'epithelial cell'
DOID:7656	adult infiltrating astrocytic neoplasm	'existence starts during' some 'Adult onset'
DOID:7678	sphenoid sinus inverted papilloma	'derives from' some 'epithelial cell'|'derives from' some mucosa
DOID:7684	maxillary sinus adenocarcinoma	'derives from' some ('epithelial cell' and (has_origin some gland))|'disease has location' some 'maxillary sinus'
DOID:7689	leptomeninges sarcoma	'derives from' some 'embryonic cell (metazoa)'|'disease has location' some leptomeninx
DOID:769	neuroblastoma	'existence starts during' some 'Childhood onset'
DOID:7694	bladder urachal adenocarcinoma	'disease has location' some urachus
