extClass,label
OMIM:611808,"Tremor, Hereditary Essential, And Idiopathic Normal Pressure Hydrocephalus"
OMIM:189700,Torus Palatinus And Torus Mandibularis
OMIM:615381,"Mandibular Hypoplasia, Deafness, Progeroid Features, And Lipodystrophy Syndrome"
OMIM:106230,"Aniridia, Microcornea, And Spontaneously Reabsorbed Cataract"
OMIM:168500,Parietal Foramina
OMIM:268040,Retinohepatoendocrinologic Syndrome
OMIM:263610,"Polyhydramnios, Chronic Idiopathic"
OMIM:226800,"Epilepsy, Photogenic, With Spastic Diplegia And Mental Retardation"
OMIM:271980,Succinic Semialdehyde Dehydrogenase Deficiency
OMIM:225060,Cleft Lip/Palate-Ectodermal Dysplasia Syndrome
OMIM:118700,"Chorea, Benign Hereditary"
OMIM:236000,"Lymphoma, Hodgkin"
OMIM:243180,"Visceral Neuropathy, Familial, Autosomal Recessive"
OMIM:139750,Hand And Foot Deformity With Flat Facies
OMIM:300073,"Fetal Akinesia Syndrome, X-Linked"
OMIM:601216,Platyspondyly With Amelogenesis Imperfecta
OMIM:268300,Roberts Syndrome
OMIM:612015,"Congenital Disorder Of Glycosylation, Type In"
OMIM:613456,Frontonasal Dysplasia 3
OMIM:158400,"Muscle Cramps, Familial"
OMIM:489500,Xg Regulator
OMIM:614840,Hypogonadotropic Hypogonadism 11 With Or Without Anosmia
OMIM:610244,"Spastic Paraplegia 33, Autosomal Dominant"
OMIM:610420,"Preauricular Tag, Isolated, Autosomal Dominant, 1"
OMIM:256030,Nemaline Myopathy 2
OMIM:615007,"Basal Ganglia Calcification, Idiopathic, 4"
OMIM:608358,"Myopathy, Myosin Storage"
OMIM:125350,"Failure Of Tooth Eruption, Primary"
OMIM:609304,"Epileptic Encephalopathy, Early Infantile, 3"
OMIM:127550,"Dyskeratosis Congenita, Autosomal Dominant, 1"
OMIM:311100,Optic Atrophy--Spastic Paraplegia Syndrome
OMIM:131850,"Epidermolysis Bullosa Dystrophica, Pretibial"
OMIM:610023,"Brachydactyly, Coloboma, And Anterior Segment Dysgenesis"
OMIM:303900,"Colorblindness, Partial, Protan Series"
OMIM:615188,"Cataract 39, Multiple Types"
OMIM:314300,"Torticollis, Keloids, Cryptorchidism, And Renal Dysplasia"
OMIM:612937,"Congenital Disorder Of Glycosylation, Type Io"
OMIM:253240,Mucus Inspissation Of Respiratory Tract
OMIM:261900,"Pili Torti, Early-Onset"
OMIM:114100,"Basal Ganglia Calcification, Idiopathic, Childhood-Onset"
OMIM:116300,Cataract 30
OMIM:300815,Chromosome Xq28 Duplication Syndrome
OMIM:175450,"Polyposis, Intestinal, With Multiple Exostoses"
OMIM:614456,"Melanoma, Cutaneous Malignant, Susceptibility To, 8"
OMIM:545000,Myoclonic Epilepsy Associated With Ragged-Red Fibers
OMIM:603116,Cdags Syndrome
OMIM:614866,Peroxisome Biogenesis Disorder 5a (Zellweger)
OMIM:162240,Neurofibromatosis-Pheochromocytoma-Duodenal Carcinoid Syndrome
OMIM:142100,Hemoglobin--Epsilon Locus
OMIM:608389,Branchiootic Syndrome 3
OMIM:612716,"Dystonia, Dopa-Responsive, Due To Sepiapterin Reductase Deficiency"
OMIM:614458,Thiamine Metabolism Dysfunction Syndrome 5 (Episodic Encephalopathy Type)
OMIM:610758,Cerebrooculofacioskeletal Syndrome 4
OMIM:159595,"Myeloproliferative Syndrome, Transient"
OMIM:613320,"Chondrodysplasia, Megarbane-Dagher-Melki Type"
OMIM:192500,Long Qt Syndrome 1
OMIM:307010,Hydrocephalus With Cerebellar Agenesis
OMIM:226300,"Enteropathy, Protein-Losing"
OMIM:276880,Urocanase Deficiency
OMIM:263750,Postaxial Acrofacial Dysostosis
OMIM:610947,"Coronary Artery Disease, Autosomal Dominant 2"
OMIM:235900,"Histiocytosis, Familial Lipochrome"
OMIM:609500,"Myopathy, Autophagic Vacuolar, Infantile-Onset"
OMIM:210550,Biliary Malformation With Renal Tubular Insufficiency
OMIM:605253,"Neuropathy, Congenital Hypomyelinating Or Amyelinating, Autosomal Recessive"
OMIM:601846,Vacuolar Neuromyopathy
OMIM:612582,Chromosome 6pter-P24 Deletion Syndrome
OMIM:264800,Pseudoxanthoma Elasticum
OMIM:245660,Laryngoonychocutaneous Syndrome
OMIM:614153,Spinocerebellar Ataxia 36
OMIM:602450,Severe Combined Immunodeficiency With Sensitivity To Ionizing Radiation
OMIM:154276,"Malignant Hyperthermia, Susceptibility To, 3"
OMIM:614340,"Mental Retardation, Autosomal Recessive 27"
OMIM:255700,"Myotonia Congenita, Autosomal Recessive"
OMIM:124400,Darwinian Tubercle Of Pinna
OMIM:605074,"Renal Cell Carcinoma, Papillary, 1"
OMIM:611809,"Bestrophinopathy, Autosomal Recessive"
OMIM:601438,"Rhizomelic Dysplasia, Patterson-Lowry Type"
OMIM:613385,"Autoimmune Disease, Syndromic Multisystem"
OMIM:222350,Diaminopentanuria
OMIM:224550,Dystonia With Ringbinden
OMIM:256850,"Giant Axonal Neuropathy 1, Autosomal Recessive"
OMIM:191000,"Trochlea Of The Humerus, Aplasia Of"
OMIM:300894,Neurodegeneration With Brain Iron Accumulation 5
OMIM:612016,"Coenzyme Q10 Deficiency, Primary, 4"
OMIM:613457,Chromosome 14q11-Q22 Deletion Syndrome
OMIM:610245,Spinocerebellar Ataxia 23
OMIM:307830,"Hypouricemia, Familial Renal, Due To Tubular Hypersecretion"
OMIM:229310,Friedreich Ataxia And Congenital Glaucoma
OMIM:614249,"Mental Retardation, Autosomal Recessive 18"
OMIM:609273,Nemaline Myopathy 6
OMIM:182800,Spastic Paraplegia With Associated Extrapyramidal Signs
OMIM:117900,Cervical Rib
OMIM:153870,"Macular Dystrophy, Concentric Annular"
OMIM:238600,"Hyperlipoproteinemia, Type I"
OMIM:106990,Anonychia-Onychodystrophy With Brachydactyly Type B And Ectrodactyly
OMIM:602071,"Broad Terminal Phalanges, Familial"
OMIM:119650,Cleidorhizomelic Syndrome
OMIM:610024,Retinal Cone Dystrophy 3a
OMIM:263800,Gitelman Syndrome
OMIM:614654,"Coenzyme Q10 Deficiency, Primary, 5"
OMIM:183090,Spinocerebellar Ataxia 2
OMIM:254000,"Muscular Dystrophy, Congenital, With Infantile Cataract And Hypogonadism"
OMIM:605670,Late-Onset Retinal Degeneration
OMIM:609052,"Spondylometaphyseal Dysplasia, Type A4"
OMIM:612938,"Growth Retardation, Developmental Delay, Coarse Facies, And Early Death"
OMIM:211960,"Camptodactyly With Muscular Hypoplasia, Skeletal Dysplasia, And Abnormal Palmar Creases"
OMIM:614841,Hypogonadotropic Hypogonadism 12 With Or Without Anosmia
OMIM:211100,Fucosyltransferase 1
OMIM:127100,"Dwarfism, Levi Type"
OMIM:300816,Combined Oxidative Phosphorylation Deficiency 6
OMIM:120000,Coarctation Of Aorta
OMIM:268050,"Retinopathy, Pigmentary, And Mental Retardation"
OMIM:155600,"Melanoma, Cutaneous Malignant, Susceptibility To, 1"
OMIM:166700,Buschke-Ollendorff Syndrome
OMIM:609579,"Scaphocephaly, Maxillary Retrusion, And Mental Retardation"
OMIM:614457,"Ichthyosis, Spastic Quadriplegia, And Mental Retardation"
OMIM:606664,Glycine N-Methyltransferase Deficiency
OMIM:101200,Apert Syndrome
OMIM:149200,"Knuckle Pads, Leukonychia, And Sensorineural Deafness"
OMIM:242890,"Immunoglobulin D Level In Plasma, Low"
OMIM:304150,Occipital Horn Syndrome
OMIM:223540,"Dwarfism, Mental Retardation, And Eye Abnormality"
OMIM:304790,"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked"
OMIM:100820,Achoo Syndrome
OMIM:607654,Keratosis Palmoplantaris Striata Iii
OMIM:179700,Red Cell Phospholipid Defect With Hemolysis
OMIM:221800,Dermochondrocorneal Dystrophy
OMIM:614867,Peroxisome Biogenesis Disorder 5b
OMIM:612780,"Seizures, Sensorineural Deafness, Ataxia, Mental Retardation, And Electrolyte Imbalance"
OMIM:190900,Tritanopia
OMIM:226730,Epidermolysis Bullosa Junctionalis With Pyloric Atresia
OMIM:233670,Granulomatous Disease With Defect In Neutrophil Chemotaxis
OMIM:146390,Chromosome 18p Deletion Syndrome
OMIM:159400,"Myasthenia, Limb-Girdle, Autoimmune"
OMIM:270550,"Spastic Ataxia, Charlevoix-Saguenay Type"
OMIM:602099,Amyotrophic Lateral Sclerosis 5
OMIM:164300,Oculopharyngeal Muscular Dystrophy
OMIM:606703,"Dyskinesia, Familial, With Facial Myokymia"
OMIM:615595,Combined Oxidative Phosphorylation Deficiency 19
OMIM:614583,Baraitser-Winter Syndrome 2
OMIM:615092,Left Ventricular Noncompaction 7
OMIM:300209,"Simpson-Golabi-Behmel Syndrome, Type 2"
OMIM:615198,Osteosclerotic Metaphyseal Dysplasia
OMIM:269920,Infantile Sialic Acid Storage Disease
OMIM:300895,"Ohdo Syndrome, X-Linked"
OMIM:151000,"Lentiginosis, Centrofacial Neurodysraphic"
OMIM:237310,N-Acetylglutamate Synthase Deficiency
OMIM:613575,Retinitis Pigmentosa 55
OMIM:243910,Arima Syndrome
OMIM:140300,Hashimoto Thyroiditis
OMIM:613458,Chromosome 16p13.3 Duplication Syndrome
OMIM:607850,Osteoarthritis Susceptibility 3
OMIM:205200,"Amyotrophic Lateral Sclerosis, Juvenile, With Dementia"
OMIM:610246,Spinocerebellar Ataxia 28
OMIM:187040,T-Cell Acute Lymphocytic Leukemia 1
OMIM:612446,Complement Component 6 Deficiency
OMIM:242860,Immunodeficiency-Centromeric Instability-Facial Anomalies Syndrome 1
OMIM:271250,"Spinocerebellar Ataxia, Autosomal Recessive 3"
OMIM:210720,"Microcephalic Osteodysplastic Primordial Dwarfism, Type Ii"
OMIM:612843,"Keratosis Follicularis Spinulosa Decalvans, Autosomal Dominant"
OMIM:121900,"Corneal Dystrophy, Groenouw Type I"
OMIM:609306,Spinocerebellar Ataxia 26
OMIM:604805,"Spastic Paraplegia 12, Autosomal Dominant"
OMIM:613330,Spondylo-Megaepiphyseal-Metaphyseal Dysplasia
OMIM:175860,"Palmoplantar Keratoderma, Punctate Type Ii"
OMIM:226100,Endocardial Fibroelastosis And Coarctation Of Abdominal Aorta
OMIM:305435,Fetal Hemoglobin Quantitative Trait Locus 3
OMIM:248370,Mandibuloacral Dysplasia With Type A Lipodystrophy
OMIM:155601,"Melanoma, Cutaneous Malignant, Susceptibility To, 2"
OMIM:612269,"Epilepsy, Childhood Absence, Susceptibility To, 5"
OMIM:264060,Prepapillary Vascular Loops
OMIM:174050,Polycystic Liver Disease
OMIM:124950,"Deafness, Sensorineural, With Peripheral Neuropathy And Arterial Disease"
OMIM:614204,"Pustular Psoriasis, Generalized"
OMIM:178400,Pulmonary Edema Of Mountaineers
OMIM:161530,"Nasal Hyperpigmentation, Familial Transverse"
OMIM:613135,"Parkinsonism-Dystonia, Infantile"
OMIM:255710,Myotonia With Skeletal Abnormalities And Mental Retardation
OMIM:305600,Focal Dermal Hypoplasia
OMIM:208100,"Arthrogryposis Multiplex Congenita, Neurogenic Type"
OMIM:612376,Acute Promyelocytic Leukemia
OMIM:242500,"Ichthyosis, Congenital, Autosomal Recessive 4b"
OMIM:615120,"Myasthenic Syndrome, Congenital, With Pre- And Postsynaptic Defects"
OMIM:614350,"Colorectal Cancer, Hereditary Nonpolyposis, Type 5"
OMIM:309580,"Mental Retardation-Hypotonic Facies Syndrome, X-Linked, 1"
OMIM:272120,Sudden Infant Death Syndrome
OMIM:607655,Skin Fragility-Woolly Hair Syndrome
OMIM:178370,Pulmonary Atresia With Ventricular Septal Defect
OMIM:113670,"Hypertrophy Of The Breast, Juvenile"
OMIM:614868,"T-Cell Immunodeficiency, Recurrent Infections, And Autoimmunity With Or Without Cardiac Malformations"
OMIM:612781,"Isolated Growth Hormone Deficiency, Type Ib"
OMIM:601344,"Spinal Dysplasia, Anhalt Type"
OMIM:300232,"Spondyloepimetaphyseal Dysplasia, X-Linked, With Mental Deterioration"
OMIM:103285,Adult Syndrome
OMIM:146000,Hypochondroplasia
OMIM:146700,Ichthyosis Vulgaris
OMIM:600975,"Glaucoma 3, Primary Infantile, B"
OMIM:613387,"Fatty Liver Disease, Nonalcoholic, Susceptibility To, 2"
OMIM:300778,"Corneal Dystrophy, Lisch Epithelial"
OMIM:190420,"Triglyceride Storage Disease, Type I"
OMIM:601462,"Myasthenic Syndrome, Congenital, Slow-Channel"
OMIM:228940,Fibuloulnar Aplasia Or Hypoplasia With Renal Abnormalities
OMIM:300896,"Congenital Disorder Of Glycosylation, Type Iim"
OMIM:604168,"Congenital Cataracts, Facial Dysmorphism, And Neuropathy"
OMIM:183800,"Split-Hand With Congenital Nystagmus, Fundal Changes, And Cataracts"
OMIM:615596,"Congenital Disorder Of Glycosylation, Type Iw"
OMIM:216920,Combined Inflammatory And Immunologic Defect
OMIM:300488,"Menopause, Natural, Age At, Quantitative Trait Locus 1"
OMIM:152600,Lunulae Of Fingernails
OMIM:310800,"Nystagmus, Myoclonic"
OMIM:125530,"Dermal Ridges, Nelson Syndrome"
OMIM:181400,"Scapuloperoneal Syndrome, Neurogenic, Kaeser Type"
OMIM:156550,Kniest Dysplasia
OMIM:609808,"Hamartoma, Precalcaneal Congenital Fibrolipomatous"
OMIM:147791,Jacobsen Syndrome
OMIM:606002,"Spinocerebellar Ataxia, Autosomal Recessive 1"
OMIM:164180,Oculocerebrocutaneous Syndrome
OMIM:600273,"Polycystic Kidney Disease, Infantile Severe, With Tuberous Sclerosis"
OMIM:612290,"Microtia, Hearing Impairment, And Cleft Palate"
OMIM:609307,Spinocerebellar Ataxia 27
OMIM:151001,"Lentiginosis, Inherited Patterned"
OMIM:300076,"Immunoneurologic Disorder, X-Linked"
OMIM:215045,"Chondrodysplasia, Blomstrand Type"
OMIM:612018,"Cataract, Juvenile, With Microcornea And Glucosuria"
OMIM:613576,Ectodermal Dysplasia-Syndactyly Syndrome 2
OMIM:609528,"Cerebral Dysgenesis, Neuropathy, Ichthyosis, And Palmoplantar Keratoderma Syndrome"
OMIM:603034,Endplate Acetylcholinesterase Deficiency
OMIM:214900,Cholestasis-Lymphedema Syndrome
OMIM:612447,"Skeletal Defects, Genital Hypoplasia, And Mental Retardation"
OMIM:157980,Momo Syndrome
OMIM:609698,"Thyroid Hormone Metabolism, Abnormal"
OMIM:108370,Asparagine Synthetase
OMIM:256150,Nephrosialidosis
OMIM:309530,"Mental Retardation, X-Linked 1"
OMIM:614205,Three M Syndrome 3
OMIM:600880,Budd-Chiari Syndrome
OMIM:612292,Birk-Barel Mental Retardation Dysmorphism Syndrome
OMIM:600416,"Muscular Dystrophy, Scapulohumeral"
OMIM:261990,Pili Torti And Developmental Delay
OMIM:245348,Pyruvate Dehydrogenase E2 Deficiency
OMIM:187050,Teeth Present At Birth
OMIM:192900,Vertebral Hypoplasia With Lumbar Kyphosis
OMIM:266270,Ramon Syndrome
OMIM:612782,Immunodeficiency 9
OMIM:229850,Fryns Syndrome
OMIM:604314,Blepharophimosis With Facial And Genital Anomalies And Mental Retardation
OMIM:210730,"Microcephalic Osteodysplastic Primordial Dwarfism, Type Iii"
OMIM:138930,Grant Syndrome
OMIM:231080,German Syndrome
OMIM:300046,"Mental Retardation, X-Linked 23"
OMIM:161700,"Necrotizing Encephalomyelopathy, Subacute, Of Leigh, Adult"
OMIM:610198,"3-Methylglutaconic Aciduria, Type V"
OMIM:220120,D-Glyceric Aciduria
OMIM:267730,Reticulum Cell Sarcoma
OMIM:601345,"Ectodermal Dysplasia With Natal Teeth, Turnpenny Type"
OMIM:242900,"Immunoosseous Dysplasia, Schimke Type"
OMIM:116870,Celiac Artery Stenosis From Compression By Median Arcuate Ligament Of Diaphragm
OMIM:610256,"Aphakia, Congenital Primary"
OMIM:300779,"Corneal Dystrophy, Endothelial, X-Linked"
OMIM:227500,Factor Vii Deficiency
OMIM:175900,"Porokeratosis 3, Disseminated Superficial Actinic Type"
OMIM:608264,"Deafness, Autosomal Recessive 40"
OMIM:156520,"Metatarsus Varus, Type I"
OMIM:615206,Immunodeficiency 11
OMIM:140450,"Heart-Hand Syndrome, Spanish Type"
OMIM:605711,Multiple Mitochondrial Dysfunctions Syndrome 1
OMIM:277900,Wilson Disease
OMIM:608030,"Amyotrophic Lateral Sclerosis 6, With Or Without Frontotemporal Dementia"
OMIM:250950,"3-Methylglutaconic Aciduria, Type I"
OMIM:604169,Left Ventricular Noncompaction 1
OMIM:136550,"Macular Dystrophy, Retinal, 1, North Carolina Type"
OMIM:607600,Epidermolysis Bullosa Simplex Superficialis
OMIM:609180,"Congenital Disorder Of Glycosylation, Type If"
OMIM:125600,Dermatosis Papulosa Nigra
OMIM:614156,Hyperbiliverdinemia
OMIM:169400,Pelger-Huet Anomaly
OMIM:615102,Tyshchenko Syndrome
OMIM:614813,"Short Stature, Onychodysplasia, Facial Dysmorphism, And Hypotrichosis"
OMIM:608266,Parathyroid Carcinoma
OMIM:615597,"Congenital Disorder Of Glycosylation, Type Ix"
OMIM:183300,Splenogonadal Fusion With Limb Defects And Micrognathia
OMIM:277465,"Vitiligo, Progressive, With Mental Retardation And Urethral Duplication"
OMIM:225450,"Elliptocytosis, Atypical"
OMIM:135750,Laurin-Sandrow Syndrome
OMIM:104150,Alpha-Fetoprotein
OMIM:211750,C Syndrome
OMIM:138070,Glucoglycinuria
OMIM:606003,Transaldolase Deficiency
OMIM:600274,Frontotemporal Dementia
OMIM:178800,"Pupil, Egg-Shaped"
OMIM:614017,"Ciliary Dyskinesia, Primary, 16"
OMIM:105200,"Amyloidosis, Familial Visceral"
OMIM:607665,Tubulointerstitial Nephritis With Uveitis
OMIM:128700,"Preauricular Fistulae, Congenital"
OMIM:225300,Split-Hand/Foot Malformation 6
OMIM:203760,Alpha-2-Deficient Collagen Disease
OMIM:610248,"Deafness, Autosomal Recessive 65"
OMIM:238800,Hypermetabolism Due To Defect In Mitochondria
OMIM:121350,"Coracoclavicular Joint, Anomalous"
OMIM:614878,"Autoinflammation, Antibody Deficiency, And Immune Dysregulation, Plcg2-Associated"
OMIM:209100,Atonic-Astatic Syndrome Of Foerster
OMIM:123550,"Cryoglobulinemia, Familial Mixed"
OMIM:192200,Varicose Veins
OMIM:184260,Spondylometaphyseal Dysplasia With Dentinogenesis Imperfecta
OMIM:257600,Ocular Myopathy With Curare Sensitivity
OMIM:603218,Huntington Disease-Like 1
OMIM:615482,"Ciliary Dyskinesia, Primary, 25"
OMIM:226670,Epidermolysis Bullosa Simplex With Muscular Dystrophy
OMIM:600881,"Cataract 10, Multiple Types"
OMIM:609308,"Muscular Dystrophy-Dystroglycanopathy (Limb-Girdle), Type C, 1"
OMIM:275210,"Restrictive Dermopathy, Lethal"
OMIM:132800,"Multiple Self-Healing Squamous Epithelioma, Susceptibility To"
OMIM:204750,2-Aminoadipic 2-Oxoadipic Aciduria
OMIM:300749,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia
OMIM:101600,Pfeiffer Syndrome
OMIM:304200,"Cutis Verticis Gyrata, Thyroid Aplasia, And Mental Retardation"
OMIM:260005,5-Oxoprolinase Deficiency
OMIM:615122,Lymphoproliferative Syndrome 2
OMIM:179820,Renin
OMIM:245349,Pyruvate Dehydrogenase E3-Binding Protein Deficiency
OMIM:612783,Immunodeficiency 10
OMIM:606528,Homozygous 11p15-P14 Deletion Syndrome
OMIM:237100,"Hymen, Imperforate"
OMIM:601346,Martinez-Frias Syndrome
OMIM:615290,"Spinal Muscular Atrophy, Lower Extremity-Predominant, 2, Autosomal Dominant"
OMIM:613950,Schizophrenia 15
OMIM:520000,"Diabetes And Deafness, Maternally Inherited"
OMIM:600977,Cone-Rod Dystrophy 5
OMIM:182940,Neural Tube Defects
OMIM:267900,Retinal Telangiectasia And Hypogammaglobulinemia
OMIM:615207,Il21r Immunodeficiency
OMIM:300047,"Mental Retardation, X-Linked 20"
OMIM:147610,"Iris Pigment Layer, Cleavage Of"
OMIM:115430,Carpal Tunnel Syndrome
OMIM:124100,Danubian Endemic Familial Nephropathy
OMIM:114700,Carabelli Anomaly Of Maxillary Molar Teeth
OMIM:614157,"Nail Disorder, Nonsyndromic Congenital, 10"
OMIM:183802,"Split-Hand With Obstructive Uropathy, Spina Bifida, And Diaphragmatic Defects"
OMIM:227260,"Focal Facial Dermal Dysplasia 3, Setleis Type"
OMIM:109120,"Axenfeld-Rieger Anomaly With Partially Absent Eye Muscles, Distinctive Face, Hydrocephaly, And Skeletal Abnormalities"
OMIM:615598,"Palmoplantar Keratoderma, Nagashima Type"
OMIM:601559,Stuve-Wiedemann Syndrome
OMIM:314500,Van Den Bosch Syndrome
OMIM:602501,Megalencephaly-Capillary Malformation-Polymicrogyria Syndrome
OMIM:154600,Marcus Gunn Phenomenon
OMIM:162370,"Neuropathy, Congenital, With Arthrogryposis Multiplex"
OMIM:615617,Immunodeficiency 19
OMIM:222690,Dibasic Amino Aciduria I
OMIM:200150,Choreoacanthocytosis
OMIM:210250,Sitosterolemia
OMIM:250951,"3-Methylglutaconic Aciduria, Type Iv"
OMIM:615095,"Microcephaly 10, Primary, Autosomal Recessive"
OMIM:231090,"Hydatidiform Mole, Recurrent, 1"
OMIM:615481,"Ciliary Dyskinesia, Primary, 24"
OMIM:607595,Brain Small Vessel Disease With Hemorrhage
OMIM:605808,Birdshot Chorioretinopathy
OMIM:301410,"Neural Tube Defects, X-Linked"
OMIM:112240,"Bone Fragility With Craniosynostosis, Ocular Proptosis, Hydrocephalus, And Distinctive Facial Features"
OMIM:213500,"Cerebral Angiopathy, Dysphoric"
OMIM:132990,"Erythema Nodosum, Familial"
OMIM:102510,Acropectorovertebral Dysplasia
OMIM:272450,Syndesmodysplasic Dwarfism
OMIM:614879,Peroxisome Biogenesis Disorder 9b
OMIM:300360,"Mental Retardation, X-Linked, With Short Stature"
OMIM:117600,Cerebral Sarcoma
OMIM:219150,"Cutis Laxa, Autosomal Recessive, Type Iiia"
OMIM:274265,Thymic-Renal-Anal-Lung Dysplasia
OMIM:615483,"Basal Ganglia Calcification, Idiopathic, 5"
OMIM:300243,"Mental Retardation, X-Linked, Syndromic, Christianson Type"
OMIM:270710,Fitzsimmons-Guilbert Syndrome
OMIM:183100,Spinocerebellar Atrophy With Pupillary Paralysis
OMIM:613743,"Adrenal Insufficiency, Congenital, With 46,Xy Sex Reversal, Partial Or Complete"
OMIM:615670,Schwannomatosis 2
OMIM:268305,Robin Sequence With Cleft Mandible And Limb Anomalies
OMIM:162700,"Neutropenia, Chronic Familial"
OMIM:186860,T-Cell Leukemia/Lymphoma 4
OMIM:614207,Hyperphosphatasia With Mental Retardation Syndrome 3
OMIM:208300,"Ascites, Chylous"
OMIM:311250,"Ornithine Transcarbamylase Deficiency, Hyperammonemia Due To"
OMIM:613604,"Chromosome 16p12.2-P11.2 Deletion Syndrome, 7.1- To 8.7-Mb"
OMIM:601976,Otofacioosseous-Gonadal Syndrome
OMIM:614940,"Ectodermal Dysplasia 11a, Hypohidrotic/Hair/Tooth Type, Autosomal Dominant"
